        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.51455000e+00,        +3.807717494708e+00,        -1.850940452254e-01,        -5.861570189098e+00,        +2.533502592219e-01,        -9.936048983655e-02,        +8.263430606348e-03,        +4.075559769578e+00,        -2.025654316636e-01,        -8.377302983825e+00,        +2.835203658416e-01,        -8.714091042565e-02,        +9.729517459377e-04,        +4.222796085727e+00,        +2.433389075328e-01,        -1.012145654731e+01,        +8.400582679918e-02,        -7.506425778985e-02,        +1.217300732789e-02,        +4.343091965943e+00,        +1.711011234762e-01,        -1.223657321148e+01,        +7.125775513104e-03,        -6.085852604083e-02,        +1.258862153037e-02,        +4.421543199662e+00,        +1.515767049473e-01,        -1.516318383128e+01,        -3.120717411798e-02,        -4.094081407666e-02,        +1.509376683044e-02,        +4.422473128246e+00,        +1.464234826130e-01,        -1.723578320246e+01,        -4.889343417845e-02,        -3.043345926393e-02,        +1.670127302117e-02,        +4.380468297768e+00,        +1.458914552519e-01,        -1.927022208637e+01,        -7.136981967641e-02,        -1.525943915869e-02,        +1.793405940574e-02,        -3.163096912412e+01,        +2.205012371366e-01,        -5.381597639199e+01,        +1.675234550787e-01,        +3.226731552163e-01,        +1.169459991777e-03
 2.51457500e+00,        +3.807780166801e+00,        -1.851286903874e-01,        -5.861400016505e+00,        +2.534016078625e-01,        -9.940746833806e-02,        +8.269896540776e-03,        +4.075585434409e+00,        -2.026000204603e-01,        -8.376316907688e+00,        +2.835845429490e-01,        -8.718677634673e-02,        +9.794507034103e-04,        +4.222794742533e+00,        +2.433021187931e-01,        -1.011990979785e+01,        +8.407709659053e-02,        -7.510932954054e-02,        +1.217938697775e-02,        +4.343037206581e+00,        +1.710626257674e-01,        -1.223434729165e+01,        +7.208021857664e-03,        -6.090246025683e-02,        +1.259485627224e-02,        +4.421391415694e+00,        +1.515361489978e-01,        -1.516002033813e+01,        -3.110729770786e-02,        -4.098244157438e-02,        +1.509973745151e-02,        +4.422239465513e+00,        +1.463815949585e-01,        -1.723196463687e+01,        -4.877923674304e-02,        -3.047421160970e-02,        +1.670706093306e-02,        +4.380136877006e+00,        +1.458484234474e-01,        -1.926576379599e+01,        -7.123961263923e-02,        -1.529808360830e-02,        +1.793960997855e-02,        -3.164326597606e+01,        +2.208299390761e-01,        -5.380596807376e+01,        +1.679499563792e-01,        +3.226990106701e-01,        +1.165848267938e-03
 2.51460000e+00,        +3.807842777707e+00,        -1.851633355772e-01,        -5.861229929538e+00,        +2.534529535594e-01,        -9.945448356778e-02,        +8.276368247384e-03,        +4.075611032001e+00,        -2.026346085208e-01,        -8.375331435552e+00,        +2.836487091918e-01,        -8.723267937814e-02,        +9.859555918988e-04,        +4.222793326049e+00,        +2.432653224622e-01,        -1.011836401862e+01,        +8.414835406163e-02,        -7.515443805138e-02,        +1.218577229078e-02,        +4.342982355452e+00,        +1.710241224660e-01,        -1.223212278414e+01,        +7.290250330389e-03,        -6.094643091239e-02,        +1.260109660249e-02,        +4.421239503714e+00,        +1.514955888425e-01,        -1.515685887261e+01,        -3.100744961466e-02,        -4.102410478634e-02,        +1.510571346335e-02,        +4.422005642530e+00,        +1.463397040468e-01,        -1.722814853637e+01,        -4.866507644667e-02,        -3.051499951226e-02,        +1.671285407355e-02,        +4.379805260069e+00,        +1.458053893381e-01,        -1.926130839717e+01,        -7.110945252148e-02,        -1.533676320319e-02,        +1.794516559245e-02,        -3.165556877927e+01,        +2.211589018974e-01,        -5.379596928749e+01,        +1.683763382368e-01,        +3.227249021687e-01,        +1.162234722473e-03
 2.51462500e+00,        +3.807905327387e+00,        -1.851979807968e-01,        -5.861059927964e+00,        +2.535042963196e-01,        -9.950153555896e-02,        +8.282845731493e-03,        +4.075636562306e+00,        -2.026691958471e-01,        -8.374346566644e+00,        +2.837128645906e-01,        -8.727861955345e-02,        +9.924664168457e-04,        +4.222791836246e+00,        +2.432285185318e-01,        -1.011681920847e+01,        +8.421959924553e-02,        -7.519958335518e-02,        +1.219216327221e-02,        +4.342927412507e+00,        +1.709856135647e-01,        -1.222989968738e+01,        +7.372460977702e-03,        -6.099043804019e-02,        +1.260734252627e-02,        +4.421087463640e+00,        +1.514550244751e-01,        -1.515369943252e+01,        -3.090762977318e-02,        -4.106580374449e-02,        +1.511169487091e-02,        +4.421771659186e+00,        +1.462978098723e-01,        -1.722433489832e+01,        -4.855095320985e-02,        -3.055582300323e-02,        +1.671865244750e-02,        +4.379473446809e+00,        +1.457623529193e-01,        -1.925685588685e+01,        -7.097933922846e-02,        -1.537547797410e-02,        +1.795072625213e-02,        -3.166787753832e+01,        +2.214881258582e-01,        -5.378598002584e+01,        +1.688026009957e-01,        +3.227508297168e-01,        +1.158619352961e-03
 2.51465000e+00,        +3.807967815804e+00,        -1.852326260495e-01,        -5.860890011551e+00,        +2.535556361508e-01,        -9.954862434685e-02,        +8.289328999539e-03,        +4.075662025276e+00,        -2.027037824419e-01,        -8.373362300195e+00,        +2.837770091640e-01,        -8.732459690781e-02,        +9.989831846859e-04,        +4.222790273071e+00,        +2.431917069982e-01,        -1.011527536628e+01,        +8.429083216821e-02,        -7.524476548704e-02,        +1.219855992840e-02,        +4.342872377675e+00,        +1.709470990605e-01,        -1.222767799977e+01,        +7.454653835444e-03,        -6.103448167523e-02,        +1.261359404989e-02,        +4.420935295371e+00,        +1.514144558931e-01,        -1.515054201564e+01,        -3.080783813250e-02,        -4.110753848302e-02,        +1.511768168034e-02,        +4.421537515351e+00,        +1.462559124327e-01,        -1.722052372009e+01,        -4.843686696965e-02,        -3.059668211665e-02,        +1.672445606090e-02,        +4.379141437063e+00,        +1.457193141894e-01,        -1.925240626194e+01,        -7.084927268428e-02,        -1.541422795423e-02,        +1.795629196345e-02,        -3.168019225777e+01,        +2.218176112163e-01,        -5.377600028150e+01,        +1.692287449585e-01,        +3.227767933192e-01,        +1.155002156878e-03
 2.51467500e+00,        +3.808030242927e+00,        -1.852672713325e-01,        -5.860720180077e+00,        +2.536069730533e-01,        -9.959574996670e-02,        +8.295818056588e-03,        +4.075687420869e+00,        -2.027383683020e-01,        -8.372378635440e+00,        +2.838411429267e-01,        -8.737061147634e-02,        +1.005505900917e-03,        +4.222788636479e+00,        +2.431548878419e-01,        -1.011373249089e+01,        +8.436205286670e-02,        -7.528998448197e-02,        +1.220496226421e-02,        +4.342817250894e+00,        +1.709085789378e-01,        -1.222545771972e+01,        +7.536828958573e-03,        -6.107856185238e-02,        +1.261985117813e-02,        +4.420782998809e+00,        +1.513738830827e-01,        -1.514738661978e+01,        -3.070807461579e-02,        -4.114930903610e-02,        +1.512367389612e-02,        +4.421303210902e+00,        +1.462140117156e-01,        -1.721671499902e+01,        -4.832281763346e-02,        -3.063757688643e-02,        +1.673026491809e-02,        +4.378809230674e+00,        +1.456762731366e-01,        -1.924795951939e+01,        -7.071925277980e-02,        -1.545301317661e-02,        +1.796186273056e-02,        -3.169251294223e+01,        +2.221473582200e-01,        -5.376603004715e+01,        +1.696547704804e-01,        +3.228027929807e-01,        +1.151383131651e-03
 2.51470000e+00,        +3.808092608726e+00,        -1.853019166520e-01,        -5.860550433320e+00,        +2.536583070396e-01,        -9.964291245219e-02,        +8.302312908338e-03,        +4.075712749044e+00,        -2.027729534333e-01,        -8.371395571621e+00,        +2.839052659032e-01,        -8.741666329268e-02,        +1.012034571175e-03,        +4.222786926430e+00,        +2.431180610593e-01,        -1.011219058119e+01,        +8.443326137208e-02,        -7.533524037337e-02,        +1.221137028527e-02,        +4.342762032106e+00,        +1.708700531926e-01,        -1.222323884567e+01,        +7.618986388329e-03,        -6.112267860492e-02,        +1.262611391657e-02,        +4.420630573866e+00,        +1.513333060404e-01,        -1.514423324273e+01,        -3.060833916573e-02,        -4.119111543629e-02,        +1.512967152370e-02,        +4.421068745721e+00,        +1.461721077177e-01,        -1.721290873248e+01,        -4.820880513117e-02,        -3.067850734490e-02,        +1.673607902440e-02,        +4.378476827487e+00,        +1.456332297583e-01,        -1.924351565613e+01,        -7.058927943113e-02,        -1.549183367275e-02,        +1.796743855863e-02,        -3.170483959625e+01,        +2.224773671234e-01,        -5.375606931549e+01,        +1.700806778852e-01,        +3.228288287058e-01,        +1.147762274919e-03
 2.51472500e+00,        +3.808154913149e+00,        -1.853365620031e-01,        -5.860380771027e+00,        +2.537096381060e-01,        -9.969011183879e-02,        +8.308813560326e-03,        +4.075738009738e+00,        -2.028075378303e-01,        -8.370413107950e+00,        +2.839693781023e-01,        -8.746275239280e-02,        +1.018569201269e-03,        +4.222785142886e+00,        +2.430812266424e-01,        -1.011064963603e+01,        +8.450445770882e-02,        -7.538053319634e-02,        +1.221778399702e-02,        +4.342706721250e+00,        +1.708315218196e-01,        -1.222102137602e+01,        +7.701126163244e-03,        -6.116683196782e-02,        +1.263238227058e-02,        +4.420478020447e+00,        +1.512927247620e-01,        -1.514108188229e+01,        -3.050863172543e-02,        -4.123295771768e-02,        +1.513567456822e-02,        +4.420834119686e+00,        +1.461302004358e-01,        -1.720910491785e+01,        -4.809482939215e-02,        -3.071947352585e-02,        +1.674189838484e-02,        +4.378144227346e+00,        +1.455901840521e-01,        -1.923907466912e+01,        -7.045935255307e-02,        -1.553068947551e-02,        +1.797301945255e-02,        -3.171717222443e+01,        +2.228076381843e-01,        -5.374611807926e+01,        +1.705064674918e-01,        +3.228549004999e-01,        +1.144139584155e-03
 2.51475000e+00,        +3.808217156174e+00,        -1.853712073926e-01,        -5.860211192990e+00,        +2.537609662661e-01,        -9.973734816161e-02,        +8.315320018739e-03,        +4.075763202917e+00,        -2.028421214996e-01,        -8.369431243680e+00,        +2.840334795498e-01,        -8.750887881126e-02,        +1.025109797399e-03,        +4.222783285791e+00,        +2.430443845822e-01,        -1.010910965429e+01,        +8.457564191155e-02,        -7.542586298586e-02,        +1.222420340553e-02,        +4.342651318256e+00,        +1.707929848103e-01,        -1.221880530920e+01,        +7.783248329060e-03,        -6.121102197596e-02,        +1.263865624617e-02,        +4.420325338451e+00,        +1.512521392400e-01,        -1.513793253627e+01,        -3.040895223265e-02,        -4.127483591450e-02,        +1.514168303549e-02,        +4.420599332668e+00,        +1.460882898627e-01,        -1.720530355248e+01,        -4.798089034131e-02,        -3.076047546338e-02,        +1.674772300508e-02,        +4.377811430089e+00,        +1.455471360116e-01,        -1.923463655528e+01,        -7.032947205672e-02,        -1.556958061815e-02,        +1.797860541781e-02,        -3.172951083136e+01,        +2.231381716609e-01,        -5.373617633117e+01,        +1.709321396237e-01,        +3.228810083675e-01,        +1.140515056834e-03
 2.51477500e+00,        +3.808279337765e+00,        -1.854058528202e-01,        -5.860041698979e+00,        +2.538122915233e-01,        -9.978462145424e-02,        +8.321832289150e-03,        +4.075788328534e+00,        -2.028767044403e-01,        -8.368449978046e+00,        +2.840975702620e-01,        -8.755504258185e-02,        +1.031656365386e-03,        +4.222781355107e+00,        +2.430075348664e-01,        -1.010757063483e+01,        +8.464681401290e-02,        -7.547122977527e-02,        +1.223062851623e-02,        +4.342595823068e+00,        +1.707544421550e-01,        -1.221659064364e+01,        +7.865352933159e-03,        -6.125524866252e-02,        +1.264493584868e-02,        +4.420172527788e+00,        +1.512115494657e-01,        -1.513478520247e+01,        -3.030930062062e-02,        -4.131675005919e-02,        +1.514769693065e-02,        +4.420364384549e+00,        +1.460463759906e-01,        -1.720150463375e+01,        -4.786698789739e-02,        -3.080151318962e-02,        +1.675355289012e-02,        +4.377478435561e+00,        +1.455040856297e-01,        -1.923020131158e+01,        -7.019963784548e-02,        -1.560850713199e-02,        +1.798419645925e-02,        -3.174185542164e+01,        +2.234689678052e-01,        -5.372624406396e+01,        +1.713576946200e-01,        +3.229071523135e-01,        +1.136888690421e-03
 2.51480000e+00,        +3.808341457895e+00,        -1.854404982884e-01,        -5.859872288778e+00,        +2.538636138848e-01,        -9.983193175264e-02,        +8.328350377432e-03,        +4.075813386551e+00,        -2.029112866547e-01,        -8.367469310297e+00,        +2.841616502586e-01,        -8.760124374017e-02,        +1.038208911029e-03,        +4.222779350784e+00,        +2.429706774967e-01,        -1.010603257654e+01,        +8.471797403840e-02,        -7.551663360029e-02,        +1.223705933498e-02,        +4.342540235618e+00,        +1.707158938547e-01,        -1.221437737776e+01,        +7.947440011052e-03,        -6.129951206311e-02,        +1.265122108394e-02,        +4.420019588358e+00,        +1.511709554406e-01,        -1.513163987870e+01,        -3.020967683773e-02,        -4.135870018663e-02,        +1.515371625936e-02,        +4.420129275204e+00,        +1.460044588217e-01,        -1.719770815903e+01,        -4.775312199592e-02,        -3.084258673928e-02,        +1.675938804554e-02,        +4.377145243601e+00,        +1.454610329091e-01,        -1.922576893496e+01,        -7.006984984110e-02,        -1.564746905087e-02,        +1.798979258231e-02,        -3.175420599988e+01,        +2.238000268769e-01,        -5.371632127039e+01,        +1.717831328003e-01,        +3.229333323427e-01,        +1.133260482509e-03
 2.51482500e+00,        +3.808403516507e+00,        -1.854751437969e-01,        -5.859702962129e+00,        +2.539149333536e-01,        -9.987927909222e-02,        +8.334874287948e-03,        +4.075838376900e+00,        -2.029458681421e-01,        -8.366489239641e+00,        +2.842257195547e-01,        -8.764748232238e-02,        +1.044767439236e-03,        +4.222777272791e+00,        +2.429338124440e-01,        -1.010449547827e+01,        +8.478912202738e-02,        -7.556207449590e-02,        +1.224349586585e-02,        +4.342484555852e+00,        +1.706773398857e-01,        -1.221216550999e+01,        +8.029509619550e-03,        -6.134381221259e-02,        +1.265751195593e-02,        +4.419866520074e+00,        +1.511303571429e-01,        -1.512849656278e+01,        -3.011008080725e-02,        -4.140068633077e-02,        +1.515974102531e-02,        +4.419894004514e+00,        +1.459625383348e-01,        -1.719391412572e+01,        -4.763929254607e-02,        -3.088369614597e-02,        +1.676522847481e-02,        +4.376811854058e+00,        +1.454179778295e-01,        -1.922133942240e+01,        -6.994010793785e-02,        -1.568646640744e-02,        +1.799539379027e-02,        -3.176656257067e+01,        +2.241313491111e-01,        -5.370640794321e+01,        +1.722084544890e-01,        +3.229595484608e-01,        +1.129630430694e-03
 2.51485000e+00,        +3.808465513579e+00,        -1.855097893461e-01,        -5.859533718824e+00,        +2.539662499339e-01,        -9.992666350682e-02,        +8.341404028024e-03,        +4.075863299549e+00,        -2.029804489023e-01,        -8.365509765336e+00,        +2.842897781667e-01,        -8.769375836196e-02,        +1.051331957201e-03,        +4.222775121081e+00,        +2.428969397157e-01,        -1.010295933891e+01,        +8.486025800033e-02,        -7.560755249577e-02,        +1.224993811619e-02,        +4.342428783705e+00,        +1.706387802544e-01,        -1.220995503877e+01,        +8.111561788372e-03,        -6.138814914448e-02,        +1.266380847194e-02,        +4.419713322839e+00,        +1.510897545795e-01,        -1.512535525252e+01,        -3.001051248370e-02,        -4.144270852446e-02,        +1.516577123565e-02,        +4.419658572355e+00,        +1.459206145376e-01,        -1.719012253119e+01,        -4.752549948956e-02,        -3.092484144232e-02,        +1.677107418500e-02,        +4.376478266772e+00,        +1.453749203994e-01,        -1.921691277086e+01,        -6.981041206371e-02,        -1.572549923356e-02,        +1.800100009007e-02,        -3.177892513863e+01,        +2.244629347993e-01,        -5.369650407522e+01,        +1.726336600084e-01,        +3.229858006723e-01,        +1.125998532241e-03
 2.51487500e+00,        +3.808527449081e+00,        -1.855444349407e-01,        -5.859364558642e+00,        +2.540175636362e-01,        -9.997408503141e-02,        +8.347939602505e-03,        +4.075888154455e+00,        -2.030150289397e-01,        -8.364530886628e+00,        +2.843538261186e-01,        -8.774007189361e-02,        +1.057902469897e-03,        +4.222772895600e+00,        +2.428600592997e-01,        -1.010142415733e+01,        +8.493138199438e-02,        -7.565306763470e-02,        +1.225638609072e-02,        +4.342372919110e+00,        +1.706002149499e-01,        -1.220774596251e+01,        +8.193596568167e-03,        -6.143252289349e-02,        +1.267011063663e-02,        +4.419559996553e+00,        +1.510491477403e-01,        -1.512221594573e+01,        -2.991097179770e-02,        -4.148476680171e-02,        +1.517180689483e-02,        +4.419422978601e+00,        +1.458786874205e-01,        -1.718633337283e+01,        -4.741174274278e-02,        -3.096602266222e-02,        +1.677692518045e-02,        +4.376144481580e+00,        +1.453318606098e-01,        -1.921248897728e+01,        -6.968076211995e-02,        -1.576456756224e-02,        +1.800661148588e-02,        -3.179129370837e+01,        +2.247947841693e-01,        -5.368660965918e+01,        +1.730587496977e-01,        +3.230120889821e-01,        +1.122364784873e-03
 2.51490000e+00,        +3.808589322974e+00,        -1.855790805792e-01,        -5.859195481352e+00,        +2.540688744620e-01,        -1.000215437017e-01,        +8.354481017811e-03,        +4.075912941569e+00,        -2.030496082525e-01,        -8.363552602755e+00,        +2.844178634233e-01,        -8.778642295312e-02,        +1.064478983970e-03,        +4.222770596302e+00,        +2.428231711859e-01,        -1.009988993241e+01,        +8.500249403639e-02,        -7.569861994816e-02,        +1.226283979571e-02,        +4.342316962002e+00,        +1.705616439647e-01,        -1.220553827966e+01,        +8.275613998673e-03,        -6.147693349495e-02,        +1.267641845621e-02,        +4.419406541118e+00,        +1.510085366190e-01,        -1.511907864024e+01,        -2.981145869247e-02,        -4.152686119712e-02,        +1.517784800884e-02,        +4.419187223125e+00,        +1.458367569780e-01,        -1.718254664802e+01,        -4.729802223613e-02,        -3.100723983995e-02,        +1.678278146697e-02,        +4.375810498323e+00,        +1.452887984560e-01,        -1.920806803865e+01,        -6.955115802327e-02,        -1.580367142693e-02,        +1.801222798335e-02,        -3.180366828452e+01,        +2.251268974992e-01,        -5.367672468791e+01,        +1.734837238683e-01,        +3.230384133955e-01,        +1.118729185885e-03
 2.51492500e+00,        +3.808651135214e+00,        -1.856137262607e-01,        -5.859026486715e+00,        +2.541201824137e-01,        -1.000690395531e-01,        +8.361028278469e-03,        +4.075937660836e+00,        -2.030841868392e-01,        -8.362574912944e+00,        +2.844818900964e-01,        -8.783281157633e-02,        +1.071061504300e-03,        +4.222768223160e+00,        +2.427862753569e-01,        -1.009835666302e+01,        +8.507359416124e-02,        -7.574420947110e-02,        +1.226929923552e-02,        +4.342260912329e+00,        +1.705230672847e-01,        -1.220333198866e+01,        +8.357614130827e-03,        -6.152138098367e-02,        +1.268273193496e-02,        +4.419252956449e+00,        +1.509679212033e-01,        -1.511594333386e+01,        -2.971197309709e-02,        -4.156899174457e-02,        +1.518389458171e-02,        +4.418951305813e+00,        +1.457948231988e-01,        -1.717876235417e+01,        -4.718433788407e-02,        -3.104849300910e-02,        +1.678864304845e-02,        +4.375476316851e+00,        +1.452457339275e-01,        -1.920364995195e+01,        -6.942159967271e-02,        -1.584281086025e-02,        +1.801784958620e-02,        -3.181604887170e+01,        +2.254592750351e-01,        -5.366684915422e+01,        +1.739085828572e-01,        +3.230647739180e-01,        +1.115091732883e-03
 2.51495000e+00,        +3.808712885775e+00,        -1.856483719934e-01,        -5.858857574516e+00,        +2.541714875064e-01,        -1.001165726205e-01,        +8.367581391730e-03,        +4.075962312217e+00,        -2.031187647075e-01,        -8.361597816451e+00,        +2.845459061645e-01,        -8.787923779759e-02,        +1.077650037872e-03,        +4.222765776111e+00,        +2.427493718178e-01,        -1.009682434805e+01,        +8.514468239571e-02,        -7.578983623832e-02,        +1.227576441740e-02,        +4.342204770015e+00,        +1.704844849129e-01,        -1.220112708792e+01,        +8.439596998510e-03,        -6.156586539432e-02,        +1.268905108008e-02,        +4.419099242438e+00,        +1.509273014957e-01,        -1.511281002443e+01,        -2.961251496364e-02,        -4.161115847815e-02,        +1.518994662053e-02,        +4.418715226531e+00,        +1.457528860855e-01,        -1.717498048866e+01,        -4.707068962684e-02,        -3.108978220362e-02,        +1.679450993189e-02,        +4.375141936993e+00,        +1.452026670273e-01,        -1.919923471414e+01,        -6.929208699567e-02,        -1.588198589537e-02,        +1.802347630129e-02,        -3.182843547456e+01,        +2.257919170288e-01,        -5.365698305093e+01,        +1.743333269747e-01,        +3.230911705544e-01,        +1.111452423352e-03
 2.51497500e+00,        +3.808774574613e+00,        -1.856830177774e-01,        -5.858688744520e+00,        +2.542227897441e-01,        -1.001641429379e-01,        +8.374140361328e-03,        +4.075986895660e+00,        -2.031533418576e-01,        -8.360621312511e+00,        +2.846099116444e-01,        -8.792570165141e-02,        +1.084244588809e-03,        +4.222763255129e+00,        +2.427124605480e-01,        -1.009529298638e+01,        +8.521575877642e-02,        -7.583550028338e-02,        +1.228223534491e-02,        +4.342148535011e+00,        +1.704458968323e-01,        -1.219892357592e+01,        +8.521562654378e-03,        -6.161038676036e-02,        +1.269537589503e-02,        +4.418945399002e+00,        +1.508866774813e-01,        -1.510967870978e+01,        -2.951308421988e-02,        -4.165336143042e-02,        +1.519600412851e-02,        +4.418478985166e+00,        +1.457109456242e-01,        -1.717120104890e+01,        -4.695707737800e-02,        -3.113110745576e-02,        +1.680038212034e-02,        +4.374807358603e+00,        +1.451595977426e-01,        -1.919482232223e+01,        -6.916261989066e-02,        -1.592119656365e-02,        +1.802910813152e-02,        -3.184082809771e+01,        +2.261248237463e-01,        -5.364712637089e+01,        +1.747579565580e-01,        +3.231176033101e-01,        +1.107811255003e-03
 2.51500000e+00,        +3.808836201701e+00,        -1.857176636078e-01,        -5.858519996509e+00,        +2.542740891231e-01,        -1.002117505424e-01,        +8.380705194950e-03,        +4.076011411124e+00,        -2.031879182837e-01,        -8.359645400375e+00,        +2.846739065446e-01,        -8.797220317465e-02,        +1.090845165007e-03,        +4.222760660159e+00,        +2.426755415417e-01,        -1.009376257689e+01,        +8.528682332611e-02,        -7.588120164333e-02,        +1.228871202559e-02,        +4.342092207247e+00,        +1.704073030396e-01,        -1.219672145107e+01,        +8.603511134601e-03,        -6.165494511869e-02,        +1.270170638732e-02,        +4.418791426039e+00,        +1.508460491576e-01,        -1.510654938774e+01,        -2.941368081171e-02,        -4.169560063757e-02,        +1.520206711290e-02,        +4.418242581589e+00,        +1.456690018132e-01,        -1.716742403230e+01,        -4.684350106988e-02,        -3.117246880147e-02,        +1.680625962091e-02,        +4.374472581517e+00,        +1.451165260724e-01,        -1.919041277318e+01,        -6.903319827566e-02,        -1.596044290016e-02,        +1.803474508379e-02,        -3.185322674579e+01,        +2.264579954416e-01,        -5.363727910692e+01,        +1.751824719205e-01,        +3.231440721904e-01,        +1.104168224921e-03
 2.51502500e+00,        +3.808897767005e+00,        -1.857523094924e-01,        -5.858351330262e+00,        +2.543253856587e-01,        -1.002593954677e-01,        +8.387275897086e-03,        +4.076035858565e+00,        -2.032224939934e-01,        -8.358670079293e+00,        +2.847378908932e-01,        -8.801874240076e-02,        +1.097451770926e-03,        +4.222757991150e+00,        +2.426386147931e-01,        -1.009223311846e+01,        +8.535787608058e-02,        -7.592694035159e-02,        +1.229519446389e-02,        +4.342035786655e+00,        +1.703687035286e-01,        -1.219452071183e+01,        +8.685442485905e-03,        -6.169954050261e-02,        +1.270804256133e-02,        +4.418637323449e+00,        +1.508054165191e-01,        -1.510342205613e+01,        -2.931430467544e-02,        -4.173787613222e-02,        +1.520813557795e-02,        +4.418006015672e+00,        +1.456270546475e-01,        -1.716364943625e+01,        -4.672996062550e-02,        -3.121386627322e-02,        +1.681214243774e-02,        +4.374137605570e+00,        +1.450734520123e-01,        -1.918600606398e+01,        -6.890382205941e-02,        -1.599972493658e-02,        +1.804038716215e-02,        -3.186563142346e+01,        +2.267914323767e-01,        -5.362744125189e+01,        +1.756068733985e-01,        +3.231705772002e-01,        +1.100523330932e-03
 2.51505000e+00,        +3.808959270482e+00,        -1.857869554291e-01,        -5.858182745542e+00,        +2.543766793510e-01,        -1.003070777495e-01,        +8.393852474539e-03,        +4.076060237929e+00,        -2.032570689841e-01,        -8.357695348501e+00,        +2.848018647017e-01,        -8.806531936590e-02,        +1.104064413553e-03,        +4.222755248069e+00,        +2.426016802938e-01,        -1.009070460998e+01,        +8.542891706456e-02,        -7.597271644360e-02,        +1.230168266647e-02,        +4.341979273180e+00,        +1.703300982932e-01,        -1.219232135664e+01,        +8.767356745546e-03,        -6.174417294742e-02,        +1.271438442365e-02,        +4.418483091142e+00,        +1.507647795608e-01,        -1.510029671279e+01,        -2.921495575700e-02,        -4.178018794884e-02,        +1.521420953003e-02,        +4.417769287296e+00,        +1.455851041228e-01,        -1.715987725816e+01,        -4.661645597798e-02,        -3.125529990515e-02,        +1.681803057706e-02,        +4.373802430610e+00,        +1.450303755588e-01,        -1.918160219163e+01,        -6.877449116139e-02,        -1.603904270609e-02,        +1.804603437261e-02,        -3.187804213537e+01,        +2.271251348192e-01,        -5.361761279868e+01,        +1.760311613017e-01,        +3.231971183453e-01,        +1.096876570294e-03
 2.51507500e+00,        +3.809020712100e+00,        -1.858216014170e-01,        -5.858014242126e+00,        +2.544279702024e-01,        -1.003547974232e-01,        +8.400434932169e-03,        +4.076084549172e+00,        -2.032916432544e-01,        -8.356721207249e+00,        +2.848658279855e-01,        -8.811193410517e-02,        +1.110683098112e-03,        +4.222752430868e+00,        +2.425647380266e-01,        -1.008917705034e+01,        +8.549994631232e-02,        -7.601852995433e-02,        +1.230817663802e-02,        +4.341922666756e+00,        +1.702914873194e-01,        -1.219012338395e+01,        +8.849253963597e-03,        -6.178884248798e-02,        +1.272073197889e-02,        +4.418328729021e+00,        +1.507241382702e-01,        -1.509717335558e+01,        -2.911563398668e-02,        -4.182253612152e-02,        +1.522028897350e-02,        +4.417532396336e+00,        +1.455431502276e-01,        -1.715610749546e+01,        -4.650298704330e-02,        -3.129676973114e-02,        +1.682392404306e-02,        +4.373467056475e+00,        +1.449872967011e-01,        -1.917720115314e+01,        -6.864520548244e-02,        -1.607839624175e-02,        +1.805168671923e-02,        -3.189045888617e+01,        +2.274591030112e-01,        -5.360779374018e+01,        +1.764553359601e-01,        +3.232236956308e-01,        +1.093227940581e-03
