        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.45902500e+00,        +3.593249512306e+00,        -9.651421456969e-02,        -7.836777717954e+00,        +7.010772391652e-02,        -4.597958359027e-02,        +1.737747023387e-03,        +3.955423130001e+00,        -1.115634626533e-01,        -1.724216861382e+01,        -8.645138874102e-02,        -3.845880838387e-02,        -5.476556267836e-03,        +4.141520012661e+00,        +3.318126350594e-01,        -2.377506860880e+01,        -4.086928889815e-01,        -2.673257926220e-02,        +5.770957011456e-03,        +4.360576443995e+00,        +2.669788297193e-01,        -3.168493949560e+01,        -6.478812608717e-01,        -1.386895011073e-02,        +6.439366280556e-03,        +4.609062495668e+00,        +2.553381841782e-01,        -4.264275728840e+01,        -9.303661984994e-01,        +1.738773776430e-03,        +9.372505529059e-03,        +4.747948510569e+00,        +2.555352367338e-01,        -5.037127894942e+01,        -1.136291131059e+00,        +1.044637161161e-02,        +1.112481819039e-02,        +4.892662076074e+00,        +2.602171217799e-01,        -5.792263237503e+01,        -1.358403681864e+00,        +1.959218809824e-02,        +1.255299515296e-02,        -1.397772985116e+01,        -1.762000180111e-01,        -1.576906906715e+02,        -3.779542663099e+00,        +4.317745032886e-01,        +1.167609388249e-02
 2.45905000e+00,        +3.593268217223e+00,        -9.657986430564e-02,        -7.832771201232e+00,        +7.036184356602e-02,        -4.599117183246e-02,        +1.739069328828e-03,        +3.955361817604e+00,        -1.116337415438e-01,        -1.722614210379e+01,        -8.570666941376e-02,        -3.846476085161e-02,        -5.475011505111e-03,        +4.141460395407e+00,        +3.317316408670e-01,        -2.375066990797e+01,        -4.076025627141e-01,        -2.674067589639e-02,        +5.772045812783e-03,        +4.360466585982e+00,        +2.668933212900e-01,        -3.165041368744e+01,        -6.463618010261e-01,        -1.387809050680e-02,        +6.440250961603e-03,        +4.608873870727e+00,        +2.552462455260e-01,        -4.259418771600e+01,        -9.282235996960e-01,        +1.731609032394e-03,        +9.372982589834e-03,        +4.747702021897e+00,        +2.554385694288e-01,        -5.031280751052e+01,        -1.133681927261e+00,        +1.043991599498e-02,        +1.112531046569e-02,        +4.892298135863e+00,        +2.601146398423e-01,        -5.785450523365e+01,        -1.355312004286e+00,        +1.959205044901e-02,        +1.255361565423e-02,        -1.398225122840e+01,        -1.760163038141e-01,        -1.575037679905e+02,        -3.770338486786e+00,        +4.314829227926e-01,        +1.165881857460e-02
 2.45907500e+00,        +3.593287410800e+00,        -9.664541546631e-02,        -7.828775930156e+00,        +7.061520065212e-02,        -4.600276782106e-02,        +1.740391473554e-03,        +3.955301130700e+00,        -1.117039084867e-01,        -1.721015807894e+01,        -8.496458038385e-02,        -3.847073307737e-02,        -5.473468430896e-03,        +4.141401350764e+00,        +3.316508236578e-01,        -2.372633546621e+01,        -4.065162061628e-01,        -2.674878394465e-02,        +5.773135280157e-03,        +4.360357339532e+00,        +2.668079896186e-01,        -3.161597846935e+01,        -6.448479376180e-01,        -1.388723659829e-02,        +6.441136824352e-03,        +4.608685906449e+00,        +2.551544919715e-01,        -4.254574525025e+01,        -9.260889166583e-01,        +1.724437985324e-03,        +9.373461894400e-03,        +4.747456216479e+00,        +2.553420943086e-01,        -5.025448892956e+01,        -1.131082343695e+00,        +1.043345463485e-02,        +1.112580495433e-02,        +4.891935041194e+00,        +2.600123633994e-01,        -5.778655605832e+01,        -1.352231679839e+00,        +1.959189404911e-02,        +1.255423767670e-02,        -1.398677700126e+01,        -1.758329599860e-01,        -1.573173344568e+02,        -3.761167348274e+00,        +4.311921651005e-01,        +1.164160147960e-02
 2.45910000e+00,        +3.593307090743e+00,        -9.671086847278e-02,        -7.824791860308e+00,        +7.086779898177e-02,        -4.601437154540e-02,        +1.741713461851e-03,        +3.955241066463e+00,        -1.117739639642e-01,        -1.719421637313e+01,        -8.422510824967e-02,        -3.847672500384e-02,        -5.471927032980e-03,        +4.141342876069e+00,        +3.315701826416e-01,        -2.370206503248e+01,        -4.054337990598e-01,        -2.675690338373e-02,        +5.774225414373e-03,        +4.360248701830e+00,        +2.667228339237e-01,        -3.158163348771e+01,        -6.433396420745e-01,        -1.389638838472e-02,        +6.442023867023e-03,        +4.608498599799e+00,        +2.550629227012e-01,        -4.249742939523e+01,        -9.239621090598e-01,        +1.717260637705e-03,        +9.373943436416e-03,        +4.747211091169e+00,        +2.552458105319e-01,        -5.019632261031e+01,        -1.128492331479e+00,        +1.042698753067e-02,        +1.112630164971e-02,        +4.891572788258e+00,        +2.599102915468e-01,        -5.771878415498e+01,        -1.349162651023e+00,        +1.959171894823e-02,        +1.255486121711e-02,        -1.399130715897e+01,        -1.756499846171e-01,        -1.571313881658e+02,        -3.752029082492e+00,        +4.309022270259e-01,        +1.162444230752e-02
 2.45912500e+00,        +3.593327254764e+00,        -9.677622374370e-02,        -7.820818947491e+00,        +7.111964234587e-02,        -4.602598299495e-02,        +1.743035299499e-03,        +3.955181622077e+00,        -1.118439084552e-01,        -1.717831682104e+01,        -8.348823966576e-02,        -3.848273657476e-02,        -5.470387298028e-03,        +4.141284968710e+00,        +3.314897170527e-01,        -2.367785835705e+01,        -4.043553212325e-01,        -2.676503419032e-02,        +5.775316217929e-03,        +4.360140670098e+00,        +2.666378534457e-01,        -3.154737839069e+01,        -6.418368859570e-01,        -1.390554586528e-02,        +6.442912089581e-03,        +4.608311947785e+00,        +2.549715369232e-01,        -4.244923965757e+01,        -9.218431367606e-01,        +1.710076992497e-03,        +9.374427211432e-03,        +4.746966642862e+00,        +2.551497172797e-01,        -5.013830795956e+01,        -1.125911841956e+00,        +1.042051468259e-02,        +1.112680054716e-02,        +4.891211373290e+00,        +2.598084234034e-01,        -5.765118883310e+01,        -1.346104860601e+00,        +1.959152519666e-02,        +1.255548627422e-02,        -1.399584169084e+01,        -1.754673757579e-01,        -1.569459272225e+02,        -3.742923525079e+00,        +4.306131053990e-01,        +1.160734076940e-02
 2.45915000e+00,        +3.593347900592e+00,        -9.684148171079e-02,        -7.816857147747e+00,        +7.137073452452e-02,        -4.603760216187e-02,        +1.744356990049e-03,        +3.955122794745e+00,        -1.119137424525e-01,        -1.716245925822e+01,        -8.275396138342e-02,        -3.848876773673e-02,        -5.468849214945e-03,        +4.141227626087e+00,        +3.314094261069e-01,        -2.365371519153e+01,        -4.032807526631e-01,        -2.677317634376e-02,        +5.776407690948e-03,        +4.360033241577e+00,        +2.665530474065e-01,        -3.151321282836e+01,        -6.403396410543e-01,        -1.391470904177e-02,        +6.443801489578e-03,        +4.608125947433e+00,        +2.548803338267e-01,        -4.240117554651e+01,        -9.197319599507e-01,        +1.702887050161e-03,        +9.374913212519e-03,        +4.746722868472e+00,        +2.550538137134e-01,        -5.008044438728e+01,        -1.123340826872e+00,        +1.041403608815e-02,        +1.112730163953e-02,        +4.890850792545e+00,        +2.597067580682e-01,        -5.758376940584e+01,        -1.343058251814e+00,        +1.959131284197e-02,        +1.255611284417e-02,        -1.400038058624e+01,        -1.752851315462e-01,        -1.567609497423e+02,        -3.733850513082e+00,        +4.303247970673e-01,        +1.159029657933e-02
 2.45917500e+00,        +3.593369025947e+00,        -9.690664276310e-02,        -7.812906417320e+00,        +7.162107921931e-02,        -4.604922903859e-02,        +1.745678539532e-03,        +3.955064581664e+00,        -1.119834664045e-01,        -1.714664352109e+01,        -8.202226028330e-02,        -3.849481843685e-02,        -5.467312769714e-03,        +4.141170845596e+00,        +3.313293090460e-01,        -2.362963528877e+01,        -4.022100734882e-01,        -2.678132982390e-02,        +5.777499836089e-03,        +4.359926413504e+00,        +2.664684150581e-01,        -3.147913645256e+01,        -6.388478793487e-01,        -1.392387791632e-02,        +6.444692067201e-03,        +4.607940595763e+00,        +2.547893126330e-01,        -4.235323657383e+01,        -9.176285390731e-01,        +1.695690810702e-03,        +9.375401435392e-03,        +4.746479764908e+00,        +2.549580990273e-01,        -5.002273130646e+01,        -1.120779238271e+00,        +1.040755174455e-02,        +1.112780492227e-02,        +4.890491042281e+00,        +2.596052946739e-01,        -5.751652518989e+01,        -1.340022768243e+00,        +1.959108193094e-02,        +1.255674092574e-02,        -1.400492383458e+01,        -1.751032500693e-01,        -1.565764538500e+02,        -3.724809884452e+00,        +4.300372988948e-01,        +1.157330945202e-02
 2.45920000e+00,        +3.593390628591e+00,        -9.697170734150e-02,        -7.808966712710e+00,        +7.187068019105e-02,        -4.606086361600e-02,        +1.746999950482e-03,        +3.955006980074e+00,        -1.120530808123e-01,        -1.713086944688e+01,        -8.129312323523e-02,        -3.850088862058e-02,        -5.465777952621e-03,        +4.141114624649e+00,        +3.312493650953e-01,        -2.360561840290e+01,        -4.011432638873e-01,        -2.678949460915e-02,        +5.778592652590e-03,        +4.359820183135e+00,        +2.663839556298e-01,        -3.144514891690e+01,        -6.373615729152e-01,        -1.393305248959e-02,        +6.445583819132e-03,        +4.607755889822e+00,        +2.546984725386e-01,        -4.230542225375e+01,        -9.155328347276e-01,        +1.688488275555e-03,        +9.375891872392e-03,        +4.746237329107e+00,        +2.548625723911e-01,        -4.996516813305e+01,        -1.118227028400e+00,        +1.040106165035e-02,        +1.112831038753e-02,        +4.890132118783e+00,        +2.595040323287e-01,        -5.744945550539e+01,        -1.336998353716e+00,        +1.959083251148e-02,        +1.255737051440e-02,        -1.400947142535e+01,        -1.749217294530e-01,        -1.563924376799e+02,        -3.715801477930e+00,        +4.297506077604e-01,        +1.155637910480e-02
 2.45922500e+00,        +3.593412706276e+00,        -9.703667584909e-02,        -7.805037990628e+00,        +7.211954111732e-02,        -4.607250588373e-02,        +1.748321227735e-03,        +3.954949987212e+00,        -1.121225861383e-01,        -1.711513687369e+01,        -8.056653727514e-02,        -3.850697823302e-02,        -5.464244751608e-03,        +4.141058960698e+00,        +3.311695935200e-01,        -2.358166428935e+01,        -4.000803042649e-01,        -2.679767067642e-02,        +5.779686142154e-03,        +4.359714547761e+00,        +2.662996683906e-01,        -3.141124987686e+01,        -6.358806941250e-01,        -1.394223276057e-02,        +6.446476744631e-03,        +4.607571826686e+00,        +2.546078127797e-01,        -4.225773210311e+01,        -9.134448079092e-01,        +1.681279447940e-03,        +9.376384518512e-03,        +4.745995558034e+00,        +2.547672330132e-01,        -4.990775428614e+01,        -1.115684149969e+00,        +1.039456580599e-02,        +1.112881803017e-02,        +4.889774018370e+00,        +2.594029701798e-01,        -5.738255967611e+01,        -1.333984952601e+00,        +1.959056463323e-02,        +1.255800160835e-02,        -1.401402334809e+01,        -1.747405678349e-01,        -1.562088993764e+02,        -3.706825133669e+00,        +4.294647205604e-01,        +1.153950525692e-02
 2.45925000e+00,        +3.593435256796e+00,        -9.710154868903e-02,        -7.801120208038e+00,        +7.236766566036e-02,        -4.608415583518e-02,        +1.749642377586e-03,        +3.954893600353e+00,        -1.121919828443e-01,        -1.709944564048e+01,        -7.984248950358e-02,        -3.851308722214e-02,        -5.462713152558e-03,        +4.141003851172e+00,        +3.310899935507e-01,        -2.355777270479e+01,        -3.990211751046e-01,        -2.680585800690e-02,        +5.780780307608e-03,        +4.359609504661e+00,        +2.662155525814e-01,        -3.137743898963e+01,        -6.344052154623e-01,        -1.395141873243e-02,        +6.447370844033e-03,        +4.607388403425e+00,        +2.545173325673e-01,        -4.221016564118e+01,        -9.113644197820e-01,        +1.674064326714e-03,        +9.376879369585e-03,        +4.745754448651e+00,        +2.546720800786e-01,        -4.985048918772e+01,        -1.113150555903e+00,        +1.038806420739e-02,        +1.112932784570e-02,        +4.889416737360e+00,        +2.593021073518e-01,        -5.731583702921e+01,        -1.330982509517e+00,        +1.959027834098e-02,        +1.255863420629e-02,        -1.401857959240e+01,        -1.745597633490e-01,        -1.560258370932e+02,        -3.697880692648e+00,        +4.291796342062e-01,        +1.152268762837e-02
 2.45927500e+00,        +3.593458277899e+00,        -9.716632627308e-02,        -7.797213322051e+00,        +7.261505747761e-02,        -4.609581346207e-02,        +1.750963401790e-03,        +3.954837816735e+00,        -1.122612714008e-01,        -1.708379558694e+01,        -7.912096707662e-02,        -3.851921553598e-02,        -5.461183146134e-03,        +4.140949293533e+00,        +3.310105644227e-01,        -2.353394340713e+01,        -3.979658569883e-01,        -2.681405657981e-02,        +5.781875147367e-03,        +4.359505051135e+00,        +2.661316074461e-01,        -3.134371591418e+01,        -6.329351095563e-01,        -1.396061040621e-02,        +6.448266113279e-03,        +4.607205617127e+00,        +2.544270311144e-01,        -4.216272238969e+01,        -9.092916317184e-01,        +1.666842913043e-03,        +9.377376417219e-03,        +4.745513997936e+00,        +2.545771127736e-01,        -4.979337226279e+01,        -1.110626199379e+00,        +1.038155685309e-02,        +1.112983982551e-02,        +4.889060272092e+00,        +2.592014429708e-01,        -5.724928689536e+01,        -1.327990969385e+00,        +1.958997368187e-02,        +1.255926830284e-02,        -1.402314014795e+01,        -1.743793141664e-01,        -1.558432489935e+02,        -3.688967996713e+00,        +4.288953456261e-01,        +1.150592594173e-02
 2.45930000e+00,        +3.593481767397e+00,        -9.723100901253e-02,        -7.793317290069e+00,        +7.286172020124e-02,        -4.610747875442e-02,        +1.752284306062e-03,        +3.954782633660e+00,        -1.123304522774e-01,        -1.706818655369e+01,        -7.840195724840e-02,        -3.852536312006e-02,        -5.459654719729e-03,        +4.140895285259e+00,        +3.309313054065e-01,        -2.351017615555e+01,        -3.969143306663e-01,        -2.682226637283e-02,        +5.782970664042e-03,        +4.359401184506e+00,        +2.660478322575e-01,        -3.131008031123e+01,        -6.314703492744e-01,        -1.396980778140e-02,        +6.449162552544e-03,        +4.607023464909e+00,        +2.543369076615e-01,        -4.211540187288e+01,        -9.072264054208e-01,        +1.659615209499e-03,        +9.377875657367e-03,        +4.745274202898e+00,        +2.544823303122e-01,        -4.973640293930e+01,        -1.108111033969e+00,        +1.037504374277e-02,        +1.113035396539e-02,        +4.888704618936e+00,        +2.591009761910e-01,        -5.718290860865e+01,        -1.325010277584e+00,        +1.958965070402e-02,        +1.255990389707e-02,        -1.402770500443e+01,        -1.741992184238e-01,        -1.556611332499e+02,        -3.680086888924e+00,        +4.286118517633e-01,        +1.148921992116e-02
