        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.49667500e+00,        +1.323162488823e-10,        -1.040727777228e-09,        +9.775046797616e-11,        -7.099964675644e-10,        -1.133283287838e-09,        -2.732535937166e-07,        +1.359484485291e-10,        -1.091120815650e-09,        +9.743199129540e-11,        -7.161440384419e-10,        -1.081858470414e-09,        -2.715555278599e-07,        +1.366383267149e-10,        -1.143894374182e-09,        +9.561310824418e-11,        -7.098949582407e-10,        -8.014305105808e-10,        -2.700809835508e-07,        +1.392186893892e-10,        -1.187802567593e-09,        +9.310758731310e-11,        -7.181558929934e-10,        -4.043396994096e-10,        -2.679055505360e-07,        +1.399991271300e-10,        -1.240650876256e-09,        +9.181913438863e-11,        -7.112770699930e-10,        +2.850468650404e-10,        -2.640993751537e-07,        +1.411057809594e-10,        -1.279465756589e-09,        +8.889519311876e-11,        -7.176604603028e-10,        +8.804366275503e-10,        -2.608286942926e-07,        +1.405873069006e-10,        -1.292364506687e-09,        +8.770529773715e-11,        -7.197952219979e-10,        +1.536880601720e-09,        -2.572626952628e-07,        +5.423562948337e-11,        +3.398603867517e-09,        +2.752586111975e-11,        +7.482303634498e-11,        +4.143979976780e-10,        +1.485394171998e-08
 2.49670000e+00,        +1.323195711335e-10,        -1.040854693501e-09,        +9.775351296952e-11,        -7.100872453913e-10,        -1.135259386945e-09,        -2.731310525109e-07,        +1.359496415205e-10,        -1.091225190585e-09,        +9.743455277881e-11,        -7.162414374731e-10,        -1.083820699328e-09,        -2.714332011802e-07,        +1.366385146068e-10,        -1.143977876363e-09,        +9.561476455528e-11,        -7.099983920203e-10,        -8.034382106260e-10,        -2.699589647361e-07,        +1.392170924937e-10,        -1.187866362548e-09,        +9.310839640984e-11,        -7.182601029304e-10,        -4.064331773602e-10,        -2.677840398908e-07,        +1.399963103989e-10,        -1.240688580186e-09,        +9.181834123043e-11,        -7.113880781858e-10,        +2.827741262682e-10,        -2.639788888134e-07,        +1.411018476847e-10,        -1.279483382554e-09,        +8.889416224462e-11,        -7.177703933628e-10,        +8.779936433838e-10,        -2.607091681815e-07,        +1.405829374359e-10,        -1.292370222043e-09,        +8.770340335174e-11,        -7.199028849521e-10,        +1.534243345900e-09,        -2.571442454767e-07,        +5.426553331659e-11,        +3.398525669232e-09,        +2.752866136782e-11,        +7.448283269772e-11,        +4.142742184287e-10,        +1.489110064953e-08
 2.49672500e+00,        +1.323228927833e-10,        -1.040981635085e-09,        +9.775655734889e-11,        -7.101780345651e-10,        -1.137233224596e-09,        -2.730086173172e-07,        +1.359508358506e-10,        -1.091329611120e-09,        +9.743711321070e-11,        -7.163388478282e-10,        -1.085780671643e-09,        -2.713109803238e-07,        +1.366387047703e-10,        -1.144061442861e-09,        +9.561641916684e-11,        -7.101018356102e-10,        -8.054436092196e-10,        -2.698370514768e-07,        +1.392154995660e-10,        -1.187930239257e-09,        +9.310920304319e-11,        -7.183643259303e-10,        -4.085242732830e-10,        -2.676626343589e-07,        +1.399934990126e-10,        -1.240726389069e-09,        +9.181754518567e-11,        -7.114990996385e-10,        +2.805039323464e-10,        -2.638585066957e-07,        +1.410979210329e-10,        -1.279501131588e-09,        +8.889312746149e-11,        -7.178803447084e-10,        +8.755533565211e-10,        -2.605897454574e-07,        +1.405785753505e-10,        -1.292376073706e-09,        +8.770150476906e-11,        -7.200105707111e-10,        +1.531608960181e-09,        -2.570258981410e-07,        +5.429543699565e-11,        +3.398447840385e-09,        +2.753145290076e-11,        +7.414261733775e-11,        +4.141513111971e-10,        +1.492823360132e-08
 2.49675000e+00,        +1.323262138311e-10,        -1.041108601972e-09,        +9.775960111438e-11,        -7.102688350874e-10,        -1.139204804678e-09,        -2.728862879946e-07,        +1.359520315157e-10,        -1.091434077228e-09,        +9.743967259087e-11,        -7.164362695142e-10,        -1.087738391236e-09,        -2.711888651497e-07,        +1.366388972003e-10,        -1.144145073613e-09,        +9.561807207822e-11,        -7.102052890238e-10,        -8.074467102979e-10,        -2.697152436325e-07,        +1.392139105988e-10,        -1.187994197644e-09,        +9.311000721207e-11,        -7.184685620043e-10,        -4.106129912177e-10,        -2.675413338005e-07,        +1.399906929619e-10,        -1.240764302791e-09,        +9.181674625206e-11,        -7.116101343766e-10,        +2.782362790267e-10,        -2.637382286619e-07,        +1.410940009930e-10,        -1.279519003553e-09,        +8.889208876717e-11,        -7.179903143581e-10,        +8.731157625194e-10,        -2.604704259829e-07,        +1.405742206323e-10,        -1.292382061552e-09,        +8.769960198609e-11,        -7.201182792846e-10,        +1.528977439900e-09,        -2.569076531193e-07,        +5.432534053607e-11,        +3.398370380703e-09,        +2.753423571827e-11,        +7.380239006929e-11,        +4.140292748621e-10,        +1.496534061374e-08
 2.49677500e+00,        +1.323295342719e-10,        -1.041235594159e-09,        +9.776264426320e-11,        -7.103596469575e-10,        -1.141174131194e-09,        -2.727640644022e-07,        +1.359532285083e-10,        -1.091538588871e-09,        +9.744223091636e-11,        -7.165337025361e-10,        -1.089693862103e-09,        -2.710668555175e-07,        +1.366390918879e-10,        -1.144228768571e-09,        +9.561972328609e-11,        -7.103087522734e-10,        -8.094475179148e-10,        -2.695935410629e-07,        +1.392123255806e-10,        -1.188058237630e-09,        +9.311080891280e-11,        -7.185728111635e-10,        -4.126993353239e-10,        -2.674201380761e-07,        +1.399878922333e-10,        -1.240802321250e-09,        +9.181594442477e-11,        -7.117211824119e-10,        +2.759711619387e-10,        -2.636180545738e-07,        +1.410900875498e-10,        -1.279536998325e-09,        +8.889104615694e-11,        -7.181003023287e-10,        +8.706808568116e-10,        -2.603512096205e-07,        +1.405698732651e-10,        -1.292388185419e-09,        +8.769769499741e-11,        -7.202260106886e-10,        +1.526348780267e-09,        -2.567895102757e-07,        +5.435524395337e-11,        +3.398293289914e-09,        +2.753700982069e-11,        +7.346215070046e-11,        +4.139081082805e-10,        +1.500242172507e-08
 2.49680000e+00,        +1.323328541026e-10,        -1.041362611636e-09,        +9.776568679385e-11,        -7.104504701748e-10,        -1.143141208041e-09,        -2.726419463995e-07,        +1.359544268225e-10,        -1.091643146017e-09,        +9.744478818516e-11,        -7.166311468992e-10,        -1.091647088129e-09,        -2.709449512869e-07,        +1.366392888260e-10,        -1.144312527674e-09,        +9.562137278779e-11,        -7.104122253702e-10,        -8.114460360145e-10,        -2.694719436282e-07,        +1.392107445019e-10,        -1.188122359132e-09,        +9.311160814204e-11,        -7.186770734188e-10,        -4.147833096491e-10,        -2.672990470462e-07,        +1.399850968154e-10,        -1.240840444315e-09,        +9.181513969897e-11,        -7.118322437655e-10,        +2.737085768270e-10,        -2.634979842930e-07,        +1.410861806902e-10,        -1.279555115754e-09,        +8.888999962587e-11,        -7.182103086398e-10,        +8.682486349490e-10,        -2.602320962334e-07,        +1.405655332348e-10,        -1.292394445164e-09,        +8.769578379718e-11,        -7.203337649401e-10,        +1.523722976615e-09,        -2.566714694743e-07,        +5.438514726218e-11,        +3.398216567745e-09,        +2.753977520579e-11,        +7.312189903988e-11,        +4.137878103330e-10,        +1.503947697356e-08
 2.49682500e+00,        +1.323361733173e-10,        -1.041489654402e-09,        +9.776872870263e-11,        -7.105413047415e-10,        -1.145106039278e-09,        -2.725199338462e-07,        +1.359556264493e-10,        -1.091747748641e-09,        +9.744734439336e-11,        -7.167286026132e-10,        -1.093598073367e-09,        -2.708231523178e-07,        +1.366394880039e-10,        -1.144396350867e-09,        +9.562302057896e-11,        -7.105157083293e-10,        -8.134422687123e-10,        -2.693504511887e-07,        +1.392091673500e-10,        -1.188186562072e-09,        +9.311240489494e-11,        -7.187813487897e-10,        -4.168649184160e-10,        -2.671780605718e-07,        +1.399823066937e-10,        -1.240878671910e-09,        +9.181433206857e-11,        -7.119433184597e-10,        +2.714485192565e-10,        -2.633780176818e-07,        +1.410822803976e-10,        -1.279573355728e-09,        +8.888894916787e-11,        -7.183203333054e-10,        +8.658190922992e-10,        -2.601130856847e-07,        +1.405612005238e-10,        -1.292400840650e-09,        +8.769386837846e-11,        -7.204415420529e-10,        +1.521100024088e-09,        -2.565535305796e-07,        +5.441505047723e-11,        +3.398140213921e-09,        +2.754253187239e-11,        +7.278163489250e-11,        +4.136683798579e-10,        +1.507650639735e-08
 2.49685000e+00,        +1.323394919147e-10,        -1.041616722448e-09,        +9.777176998952e-11,        -7.106321506571e-10,        -1.147068628854e-09,        -2.723980266022e-07,        +1.359568273851e-10,        -1.091852396704e-09,        +9.744989954071e-11,        -7.168260696833e-10,        -1.095546821755e-09,        -2.707014584704e-07,        +1.366396894167e-10,        -1.144480238087e-09,        +9.562466665894e-11,        -7.106192011567e-10,        -8.154362200015e-10,        -2.692290636048e-07,        +1.392075941174e-10,        -1.188250846375e-09,        +9.311319917052e-11,        -7.188856372817e-10,        -4.189441657191e-10,        -2.670571785140e-07,        +1.399795218585e-10,        -1.240917003905e-09,        +9.181352153139e-11,        -7.120544065116e-10,        +2.691909849280e-10,        -2.632581546025e-07,        +1.410783866610e-10,        -1.279591718110e-09,        +8.888789478092e-11,        -7.184303763462e-10,        +8.633922243717e-10,        -2.599941778377e-07,        +1.405568751200e-10,        -1.292407371721e-09,        +8.769194873853e-11,        -7.205493420444e-10,        +1.518479917978e-09,        -2.564356934562e-07,        +5.444495361506e-11,        +3.398064228173e-09,        +2.754527982122e-11,        +7.244135806603e-11,        +4.135498157279e-10,        +1.511351003457e-08
 2.49687500e+00,        +1.323428098921e-10,        -1.041743815773e-09,        +9.777481065290e-11,        -7.107230079258e-10,        -1.149028980496e-09,        -2.722762245277e-07,        +1.359580296241e-10,        -1.091957090182e-09,        +9.745245362521e-11,        -7.169235481190e-10,        -1.097493337012e-09,        -2.705798696051e-07,        +1.366398930573e-10,        -1.144564189295e-09,        +9.562631102522e-11,        -7.107227038742e-10,        -8.174278936591e-10,        -2.691077807375e-07,        +1.392060247946e-10,        -1.188315211965e-09,        +9.311399096567e-11,        -7.189899389132e-10,        -4.210210554382e-10,        -2.669364007342e-07,        +1.399767422987e-10,        -1.240955440201e-09,        +9.181270808299e-11,        -7.121655079487e-10,        +2.669359697535e-10,        -2.631383949176e-07,        +1.410744994671e-10,        -1.279610202767e-09,        +8.888683646051e-11,        -7.185404377824e-10,        +8.609680268836e-10,        -2.598753725564e-07,        +1.405525570093e-10,        -1.292414038230e-09,        +8.769002487201e-11,        -7.206571649339e-10,        +1.515862653782e-09,        -2.563179579691e-07,        +5.447485669008e-11,        +3.397988610226e-09,        +2.754801905115e-11,        +7.210106836684e-11,        +4.134321168689e-10,        +1.515048792325e-08
 2.49690000e+00,        +1.323461272430e-10,        -1.041870934365e-09,        +9.777785068912e-11,        -7.108138765441e-10,        -1.150987098352e-09,        -2.721545274832e-07,        +1.359592331573e-10,        -1.092061829036e-09,        +9.745500664282e-11,        -7.170210379212e-10,        -1.099437623276e-09,        -2.704583855828e-07,        +1.366400989153e-10,        -1.144648204416e-09,        +9.562795367308e-11,        -7.108262164891e-10,        -8.194172938853e-10,        -2.689866024478e-07,        +1.392044593689e-10,        -1.188379658758e-09,        +9.311478027505e-11,        -7.190942536958e-10,        -4.230955918814e-10,        -2.668157270942e-07,        +1.399739679995e-10,        -1.240993980679e-09,        +9.181189171650e-11,        -7.122766227721e-10,        +2.646834692135e-10,        -2.630187384899e-07,        +1.410706187997e-10,        -1.279628809572e-09,        +8.888577419969e-11,        -7.186505176258e-10,        +8.585464951206e-10,        -2.597566697045e-07,        +1.405482461741e-10,        -1.292420840041e-09,        +8.768809677103e-11,        -7.207650107310e-10,        +1.513248226565e-09,        -2.562003239836e-07,        +5.450475971693e-11,        +3.397913359816e-09,        +2.755074955887e-11,        +7.176076560557e-11,        +4.133152820934e-10,        +1.518744010135e-08
 2.49692500e+00,        +1.323494439660e-10,        -1.041998078224e-09,        +9.778089009774e-11,        -7.109047565147e-10,        -1.152942986293e-09,        -2.720329353293e-07,        +1.359604379804e-10,        -1.092166613242e-09,        +9.745755859307e-11,        -7.171185391018e-10,        -1.101379684409e-09,        -2.703370062641e-07,        +1.366403069848e-10,        -1.144732283412e-09,        +9.562959460187e-11,        -7.109297390171e-10,        -8.214044245982e-10,        -2.688655285969e-07,        +1.392028978322e-10,        -1.188444186678e-09,        +9.311556709787e-11,        -7.191985816441e-10,        -4.251677790665e-10,        -2.666951574556e-07,        +1.399711989509e-10,        -1.241032625248e-09,        +9.181107243039e-11,        -7.123877510236e-10,        +2.624334790867e-10,        -2.628991851825e-07,        +1.410667446469e-10,        -1.279647538387e-09,        +8.888470799723e-11,        -7.187606158995e-10,        +8.561276246704e-10,        -2.596380691461e-07,        +1.405439426020e-10,        -1.292427776996e-09,        +8.768616443381e-11,        -7.208728794591e-10,        +1.510636631698e-09,        -2.560827913648e-07,        +5.453466271195e-11,        +3.397838476667e-09,        +2.755347134759e-11,        +7.142044958703e-11,        +4.131993103073e-10,        +1.522436660684e-08
 2.49695000e+00,        +1.323527600578e-10,        -1.042125247343e-09,        +9.778392887700e-11,        -7.109956478372e-10,        -1.154896648164e-09,        -2.719114479269e-07,        +1.359616440875e-10,        -1.092271442765e-09,        +9.746010947362e-11,        -7.172160516626e-10,        -1.103319524248e-09,        -2.702157315105e-07,        +1.366405172587e-10,        -1.144816426211e-09,        +9.563123380853e-11,        -7.110332714671e-10,        -8.233892896923e-10,        -2.687445590464e-07,        +1.392013401748e-10,        -1.188508795646e-09,        +9.311635143022e-11,        -7.193029227658e-10,        -4.272376209923e-10,        -2.665746916807e-07,        +1.399684351414e-10,        -1.241071373787e-09,        +9.181025021894e-11,        -7.124988927060e-10,        +2.601859951665e-10,        -2.627797348587e-07,        +1.410628769955e-10,        -1.279666389091e-09,        +8.888363784713e-11,        -7.188707326187e-10,        +8.537114111327e-10,        -2.595195707458e-07,        +1.405396462784e-10,        -1.292434848969e-09,        +8.768422785331e-11,        -7.209807711263e-10,        +1.508027864562e-09,        -2.559653599785e-07,        +5.456456568984e-11,        +3.397763960513e-09,        +2.755618441328e-11,        +7.108012012089e-11,        +4.130842003929e-10,        +1.526126747751e-08
 2.49697500e+00,        +1.323560755151e-10,        -1.042252441719e-09,        +9.778696702523e-11,        -7.110865505168e-10,        -1.156848087922e-09,        -2.717900651373e-07,        +1.359628514723e-10,        -1.092376317576e-09,        +9.746265928262e-11,        -7.173135756188e-10,        -1.105257146740e-09,        -2.700945611832e-07,        +1.366407297293e-10,        -1.144900632776e-09,        +9.563287129089e-11,        -7.111368138544e-10,        -8.253718931729e-10,        -2.686236936580e-07,        +1.391997863869e-10,        -1.188573485590e-09,        +9.311713326968e-11,        -7.194072770796e-10,        -4.293051217664e-10,        -2.664543296318e-07,        +1.399656765592e-10,        -1.241110226194e-09,        +9.180942507878e-11,        -7.126100478464e-10,        +2.579410131397e-10,        -2.626603873821e-07,        +1.410590158319e-10,        -1.279685361549e-09,        +8.888256374629e-11,        -7.189808678068e-10,        +8.512978500024e-10,        -2.594011743681e-07,        +1.405353571889e-10,        -1.292442055798e-09,        +8.768228702578e-11,        -7.210886857555e-10,        +1.505421920434e-09,        -2.558480296907e-07,        +5.459446866602e-11,        +3.397689811083e-09,        +2.755888875724e-11,        +7.073977701438e-11,        +4.129699512302e-10,        +1.529814275118e-08
 2.49700000e+00,        +1.323593903319e-10,        -1.042379661342e-09,        +9.779000453884e-11,        -7.111774645486e-10,        -1.158797309491e-09,        -2.716687868217e-07,        +1.359640601264e-10,        -1.092481237644e-09,        +9.746520801620e-11,        -7.174111109697e-10,        -1.107192555800e-09,        -2.699734951439e-07,        +1.366409443867e-10,        -1.144984903036e-09,        +9.563450704440e-11,        -7.112403661912e-10,        -8.273522390162e-10,        -2.685029322938e-07,        +1.391982364561e-10,        -1.188638256429e-09,        +9.311791261109e-11,        -7.195116445962e-10,        -4.313702854704e-10,        -2.663340711714e-07,        +1.399629231900e-10,        -1.241149182373e-09,        +9.180859700324e-11,        -7.127212164663e-10,        +2.556985287147e-10,        -2.625411426163e-07,        +1.410551611401e-10,        -1.279704455637e-09,        +8.888148568786e-11,        -7.190910214749e-10,        +8.488869367940e-10,        -2.592828798778e-07,        +1.405310753165e-10,        -1.292449397342e-09,        +8.768034194342e-11,        -7.211966233605e-10,        +1.502818794608e-09,        -2.557308003671e-07,        +5.462437165460e-11,        +3.397616028111e-09,        +2.756158437659e-11,        +7.039942007459e-11,        +4.128565616958e-10,        +1.533499246559e-08
 2.49702500e+00,        +1.323627045060e-10,        -1.042506906208e-09,        +9.779304141695e-11,        -7.112683899352e-10,        -1.160744316640e-09,        -2.715476128419e-07,        +1.359652700448e-10,        -1.092586202934e-09,        +9.746775567315e-11,        -7.175086577239e-10,        -1.109125755189e-09,        -2.698525332546e-07,        +1.366411612246e-10,        -1.145069236942e-09,        +9.563614106750e-11,        -7.113439284862e-10,        -8.293303310392e-10,        -2.683822748160e-07,        +1.391966903739e-10,        -1.188703108081e-09,        +9.311868945246e-11,        -7.196160253282e-10,        -4.334331160239e-10,        -2.662139161625e-07,        +1.399601750234e-10,        -1.241188242195e-09,        +9.180776598922e-11,        -7.128323985780e-10,        +2.534585377668e-10,        -2.624220004254e-07,        +1.410513129080e-10,        -1.279723671211e-09,        +8.888040366889e-11,        -7.192011936443e-10,        +8.464786671905e-10,        -2.591646871402e-07,        +1.405268006481e-10,        -1.292456873462e-09,        +8.767839260257e-11,        -7.213045839567e-10,        +1.500218482550e-09,        -2.556136718744e-07,        +5.465427467117e-11,        +3.397542611330e-09,        +2.756427127197e-11,        +7.005904911018e-11,        +4.127440307025e-10,        +1.537181665837e-08
 2.49705000e+00,        +1.323660180348e-10,        -1.042634176316e-09,        +9.779607765831e-11,        -7.113593266782e-10,        -1.162689113382e-09,        -2.714265430596e-07,        +1.359664812220e-10,        -1.092691213420e-09,        +9.747030225188e-11,        -7.176062158856e-10,        -1.111056748911e-09,        -2.697316753772e-07,        +1.366413802362e-10,        -1.145153634444e-09,        +9.563777335800e-11,        -7.114475007583e-10,        -8.313061733027e-10,        -2.682617210870e-07,        +1.391951481311e-10,        -1.188768040476e-09,        +9.311946379102e-11,        -7.197204192877e-10,        -4.354936175878e-10,        -2.660938644681e-07,        +1.399574320484e-10,        -1.241227405570e-09,        +9.180693203252e-11,        -7.129435942088e-10,        +2.512210359328e-10,        -2.623029606737e-07,        +1.410474711228e-10,        -1.279743008161e-09,        +8.887931768505e-11,        -7.193113843285e-10,        +8.440730366401e-10,        -2.590465960204e-07,        +1.405225331698e-10,        -1.292464484015e-09,        +8.767643899807e-11,        -7.214125675616e-10,        +1.497620979495e-09,        -2.554966440789e-07,        +5.468417773130e-11,        +3.397469560474e-09,        +2.756694944119e-11,        +6.971866393227e-11,        +4.126323571172e-10,        +1.540861536717e-08
 2.49707500e+00,        +1.323693309123e-10,        -1.042761471658e-09,        +9.779911325944e-11,        -7.114502747809e-10,        -1.164631703476e-09,        -2.713055773372e-07,        +1.359676936494e-10,        -1.092796269073e-09,        +9.747284774865e-11,        -7.177037854701e-10,        -1.112985540716e-09,        -2.696109213743e-07,        +1.366416014114e-10,        -1.145238095480e-09,        +9.563940391189e-11,        -7.115510830185e-10,        -8.332797696198e-10,        -2.681412709697e-07,        +1.391936097154e-10,        -1.188833053538e-09,        +9.312023562244e-11,        -7.198248264931e-10,        -4.375517940828e-10,        -2.659739159514e-07,        +1.399546942509e-10,        -1.241266672390e-09,        +9.180609512766e-11,        -7.130548033744e-10,        +2.489860190800e-10,        -2.621840232255e-07,        +1.410436357686e-10,        -1.279762466349e-09,        +8.887822773107e-11,        -7.194215935534e-10,        +8.416700408139e-10,        -2.589286063842e-07,        +1.405182728649e-10,        -1.292472228859e-09,        +8.767448112387e-11,        -7.215205741896e-10,        +1.495026280891e-09,        -2.553797168476e-07,        +5.471408084906e-11,        +3.397396875275e-09,        +2.756961888451e-11,        +6.937826434534e-11,        +4.125215398520e-10,        +1.544538862948e-08
 2.49710000e+00,        +1.323726431375e-10,        -1.042888792224e-09,        +9.780214822005e-11,        -7.115412342384e-10,        -1.166572090771e-09,        -2.711847155369e-07,        +1.359689073235e-10,        -1.092901369854e-09,        +9.747539216272e-11,        -7.178013664753e-10,        -1.114912134443e-09,        -2.694902711085e-07,        +1.366418247453e-10,        -1.145322619997e-09,        +9.564103272756e-11,        -7.116546752767e-10,        -8.352511238807e-10,        -2.680209243270e-07,        +1.391920751194e-10,        -1.188898147183e-09,        +9.312100494426e-11,        -7.199292469499e-10,        -4.396076494950e-10,        -2.658540704762e-07,        +1.399519616213e-10,        -1.241306042543e-09,        +9.180525527068e-11,        -7.131660260946e-10,        +2.467534830247e-10,        -2.620651879458e-07,        +1.410398068344e-10,        -1.279782045643e-09,        +8.887713380269e-11,        -7.195318213326e-10,        +8.392696753424e-10,        -2.588107180973e-07,        +1.405140197211e-10,        -1.292480107834e-09,        +8.767251897470e-11,        -7.216286038590e-10,        +1.492434382159e-09,        -2.552628900475e-07,        +5.474398403999e-11,        +3.397324555470e-09,        +2.757227959926e-11,        +6.903785016141e-11,        +4.124115778120e-10,        +1.548213648280e-08
 2.49712500e+00,        +1.323759547067e-10,        -1.043016138019e-09,        +9.780518253819e-11,        -7.116322050572e-10,        -1.168510279363e-09,        -2.710639575212e-07,        +1.359701222375e-10,        -1.093006515744e-09,        +9.747793549201e-11,        -7.178989589116e-10,        -1.116836534180e-09,        -2.693697244425e-07,        +1.366420502298e-10,        -1.145407207945e-09,        +9.564265980269e-11,        -7.117582775468e-10,        -8.372202402345e-10,        -2.679006810221e-07,        +1.391905443328e-10,        -1.188963321340e-09,        +9.312177175396e-11,        -7.200336806769e-10,        -4.416611880791e-10,        -2.657343279061e-07,        +1.399492341477e-10,        -1.241345515934e-09,        +9.180441245789e-11,        -7.132772623919e-10,        +2.445234233047e-10,        -2.619464546992e-07,        +1.410359843062e-10,        -1.279801745924e-09,        +8.887603589644e-11,        -7.196420676825e-10,        +8.368719355712e-10,        -2.586929310257e-07,        +1.405097737236e-10,        -1.292488120820e-09,        +8.767055254647e-11,        -7.217366565849e-10,        +1.489845278425e-09,        -2.551461635457e-07,        +5.477388731969e-11,        +3.397252600793e-09,        +2.757493158546e-11,        +6.869742118740e-11,        +4.123024698288e-10,        +1.551885896456e-08
 2.49715000e+00,        +1.323792656160e-10,        -1.043143509033e-09,        +9.780821621179e-11,        -7.117231872360e-10,        -1.170446272798e-09,        -2.709433031531e-07,        +1.359713383850e-10,        -1.093111706704e-09,        +9.748047773413e-11,        -7.179965627889e-10,        -1.118758743464e-09,        -2.692492812395e-07,        +1.366422778572e-10,        -1.145491859267e-09,        +9.564428513436e-11,        -7.118618898438e-10,        -8.391871222731e-10,        -2.677805409184e-07,        +1.391890173456e-10,        -1.189028575935e-09,        +9.312253604812e-11,        -7.201381276872e-10,        -4.437124135275e-10,        -2.656146881051e-07,        +1.399465118180e-10,        -1.241385092442e-09,        +9.180356668468e-11,        -7.133885122847e-10,        +2.422958360239e-10,        -2.618278233511e-07,        +1.410321681704e-10,        -1.279821567062e-09,        +8.887493400777e-11,        -7.197523326251e-10,        +8.344768174135e-10,        -2.585752450357e-07,        +1.405055348580e-10,        -1.292496267659e-09,        +8.766858183383e-11,        -7.218447323874e-10,        +1.487258965388e-09,        -2.550295372098e-07,        +5.480379070264e-11,        +3.397181010981e-09,        +2.757757484291e-11,        +6.835697723423e-11,        +4.121942148935e-10,        +1.555555611208e-08
 2.49717500e+00,        +1.323825758592e-10,        -1.043270905259e-09,        +9.781124923731e-11,        -7.118141807753e-10,        -1.172380074982e-09,        -2.708227522958e-07,        +1.359725557572e-10,        -1.093216942709e-09,        +9.748301888526e-11,        -7.180941781077e-10,        -1.120678766194e-09,        -2.691289413629e-07,        +1.366425076172e-10,        -1.145576573908e-09,        +9.564590871843e-11,        -7.119655121776e-10,        -8.411517739592e-10,        -2.676605038797e-07,        +1.391874941452e-10,        -1.189093910886e-09,        +9.312329782220e-11,        -7.202425879902e-10,        -4.457613299088e-10,        -2.654951509376e-07,        +1.399437946181e-10,        -1.241424771974e-09,        +9.180271794540e-11,        -7.134997757900e-10,        +2.400707169050e-10,        -2.617092937669e-07,        +1.410283584111e-10,        -1.279841508919e-09,        +8.887382813109e-11,        -7.198626161782e-10,        +8.320843163993e-10,        -2.584576599939e-07,        +1.405013031072e-10,        -1.292504548220e-09,        +8.766660683049e-11,        -7.219528312775e-10,        +1.484675438360e-09,        -2.549130109076e-07,        +5.483369420320e-11,        +3.397109785771e-09,        +2.758020937107e-11,        +6.801651810844e-11,        +4.120868118871e-10,        +1.559222796266e-08
 2.49720000e+00,        +1.323858854368e-10,        -1.043398326696e-09,        +9.781428161539e-11,        -7.119051856774e-10,        -1.174311689774e-09,        -2.707023048124e-07,        +1.359737743517e-10,        -1.093322223724e-09,        +9.748555894555e-11,        -7.181918048814e-10,        -1.122596606217e-09,        -2.690087046762e-07,        +1.366427395062e-10,        -1.145661351813e-09,        +9.564753055417e-11,        -7.120691445650e-10,        -8.431141991919e-10,        -2.675405697698e-07,        +1.391859747257e-10,        -1.189159326122e-09,        +9.312405707461e-11,        -7.203470616029e-10,        -4.478079412196e-10,        -2.653757162680e-07,        +1.399410825398e-10,        -1.241464554418e-09,        +9.180186623671e-11,        -7.136110529251e-10,        +2.378480617528e-10,        -2.615908658123e-07,        +1.410245550185e-10,        -1.279861571379e-09,        +8.887271826273e-11,        -7.199729183586e-10,        +8.296944281468e-10,        -2.583401757668e-07,        +1.404970784603e-10,        -1.292512962350e-09,        +8.766462753167e-11,        -7.220609532748e-10,        +1.482094692746e-09,        -2.547965845069e-07,        +5.486359783710e-11,        +3.397038924899e-09,        +2.758283516610e-11,        +6.767604362161e-11,        +4.119802596985e-10,        +1.562887455355e-08
