        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.44677500e+00,        +1.686461945921e-10,        -1.057123249977e-09,        +1.120633209448e-10,        -6.401199523088e-10,        +1.219404232166e-07,        -2.263647315167e-06,        +2.237723702635e-10,        -1.476848707082e-09,        +1.096068139678e-10,        -5.915932700512e-10,        +1.217355714888e-07,        -2.258445875523e-06,        +2.562308191821e-10,        -1.878526696399e-09,        +1.062442552703e-10,        -5.234056987588e-10,        +1.226649898209e-07,        -2.251930204869e-06,        +3.031513006099e-10,        -2.243478418252e-09,        +1.042803610200e-10,        -5.529613083793e-10,        +1.242440085092e-07,        -2.241421695084e-06,        +3.456069541012e-10,        -2.722578063849e-09,        +1.102062206087e-10,        -4.898188243628e-10,        +1.273129577552e-07,        -2.220807928280e-06,        +3.827385373245e-10,        -3.091227312971e-09,        +1.022447144692e-10,        -5.483540686641e-10,        +1.301291893788e-07,        -2.201769815334e-06,        +4.036836966619e-10,        -3.324046890207e-09,        +1.082804459986e-10,        -6.019393866508e-10,        +1.333104908443e-07,        -2.180525954994e-06,        -3.002212032371e-10,        +8.014603077845e-09,        -1.015468051054e-10,        +2.133235561557e-09,        +3.459226749674e-08,        -5.165534711454e-07
 2.44680000e+00,        +1.683776893041e-10,        -1.056010699446e-09,        +1.119364604075e-10,        -6.396902443690e-10,        +1.210583418806e-07,        -2.255510868397e-06,        +2.232228957633e-10,        -1.474233889017e-09,        +1.095004135610e-10,        -5.913729534562e-10,        +1.208551354807e-07,        -2.250323689504e-06,        +2.554849549057e-10,        -1.874481450361e-09,        +1.061591331259e-10,        -5.234269511120e-10,        +1.217827589575e-07,        -2.243828762893e-06,        +3.021627400105e-10,        -2.238126309697e-09,        +1.041925483066e-10,        -5.528866501064e-10,        +1.233584086265e-07,        -2.233354584329e-06,        +3.443660927665e-10,        -2.715487879210e-09,        +1.101030651127e-10,        -4.899613404309e-10,        +1.264206513198e-07,        -2.212810101761e-06,        +3.812865047703e-10,        -3.082792888356e-09,        +1.021548846487e-10,        -5.482740422930e-10,        +1.292306693340e-07,        -2.193837004255e-06,        +4.021001491696e-10,        -3.314710659867e-09,        +1.081534357170e-10,        -6.016501709296e-10,        +1.324048738737e-07,        -2.172666050074e-06,        -2.979867615367e-10,        +7.994595059511e-09,        -1.007144886611e-10,        +2.126023770078e-09,        +3.434920049306e-08,        -5.144073827806e-07
 2.44682500e+00,        +1.681116836474e-10,        -1.054907187165e-09,        +1.118107774906e-10,        -6.392643644565e-10,        +1.201856651659e-07,        -2.247432514821e-06,        +2.226785048242e-10,        -1.471638783344e-09,        +1.093949641368e-10,        -5.911549758645e-10,        +1.199840869809e-07,        -2.242259495078e-06,        +2.547461242623e-10,        -1.870466122520e-09,        +1.060747164736e-10,        -5.234488253392e-10,        +1.209099207874e-07,        -2.235785163005e-06,        +3.011834486178e-10,        -2.232813409258e-09,        +1.041054946544e-10,        -5.528133055253e-10,        +1.224822128141e-07,        -2.225345068032e-06,        +3.431369681428e-10,        -2.708449283692e-09,        +1.100006952532e-10,        -4.901036126576e-10,        +1.255377711515e-07,        -2.204869369879e-06,        +3.798482329023e-10,        -3.074419621489e-09,        +1.020658275083e-10,        -5.481953771826e-10,        +1.283415957694e-07,        -2.185960818764e-06,        +4.005316477768e-10,        -3.305442008593e-09,        +1.080275429994e-10,        -6.013637993039e-10,        +1.315087269604e-07,        -2.164862244697e-06,        -2.957758185447e-10,        +7.974730668842e-09,        -9.989078525126e-11,        +2.118862641380e-09,        +3.410869091689e-08,        -5.122765948931e-07
 2.44685000e+00,        +1.678481456156e-10,        -1.053812617199e-09,        +1.116862573388e-10,        -6.388422719128e-10,        +1.193222594788e-07,        -2.239411636186e-06,        +2.221391317071e-10,        -1.469063181020e-09,        +1.092904541089e-10,        -5.909393124718e-10,        +1.191222926366e-07,        -2.234252675069e-06,        +2.540142348440e-10,        -1.866480395383e-09,        +1.059909973265e-10,        -5.234713149547e-10,        +1.200463419860e-07,        -2.227798789640e-06,        +3.002133048110e-10,        -2.227539301039e-09,        +1.040191911131e-10,        -5.527412607654e-10,        +1.216152877643e-07,        -2.217392533291e-06,        +3.419194251694e-10,        -2.701461729806e-09,        +1.098991026699e-10,        -4.902456439078e-10,        +1.246641839850e-07,        -2.196985125110e-06,        +3.784235395538e-10,        -3.066106863390e-09,        +1.019775339244e-10,        -5.481180589736e-10,        +1.274618354662e-07,        -2.178140656382e-06,        +3.989779929145e-10,        -3.296240219180e-09,        +1.079027541862e-10,        -6.010802416824e-10,        +1.306219169282e-07,        -2.157113942043e-06,        -2.935880413256e-10,        +7.955008377742e-09,        -9.907557394469e-11,        +2.111751636053e-09,        +3.387070271901e-08,        -5.101609446854e-07
 2.44687500e+00,        +1.675870437520e-10,        -1.052726894932e-09,        +1.115628853538e-10,        -6.384239266486e-10,        +1.184679935822e-07,        -2.231447622947e-06,        +2.216047117864e-10,        -1.466506875905e-09,        +1.091868720908e-10,        -5.907259388287e-10,        +1.182696214472e-07,        -2.226302620997e-06,        +2.532891958187e-10,        -1.862523955884e-09,        +1.059079678312e-10,        -5.234944135273e-10,        +1.191918915794e-07,        -2.219869035902e-06,        +2.992521890288e-10,        -2.222303574836e-09,        +1.039336288834e-10,        -5.526705021021e-10,        +1.207575025180e-07,        -2.209496375838e-06,        +3.407133114146e-10,        -2.694524677815e-09,        +1.097982791303e-10,        -4.903874369724e-10,        +1.237997588993e-07,        -2.189156768484e-06,        +3.770122456571e-10,        -3.057853974058e-09,        +1.018899949250e-10,        -5.480420734505e-10,        +1.265912575458e-07,        -2.170375923112e-06,        +3.974389884056e-10,        -3.287104584466e-09,        +1.077790558443e-10,        -6.007994683749e-10,        +1.297443129360e-07,        -2.149420553696e-06,        -2.914231028071e-10,        +7.935426679636e-09,        -9.826873593576e-11,        +2.104690222286e-09,        +3.363520048312e-08,        -5.080602716525e-07
 2.44690000e+00,        +1.673283471007e-10,        -1.051649927105e-09,        +1.114406471643e-10,        -6.380092891476e-10,        +1.176227385613e-07,        -2.223539874134e-06,        +2.210751814924e-10,        -1.463969664786e-09,        +1.090842068630e-10,        -5.905148308266e-10,        +1.174259447301e-07,        -2.218408732946e-06,        +2.525709178612e-10,        -1.858596495395e-09,        +1.058256202385e-10,        -5.235181147474e-10,        +1.183464409103e-07,        -2.211995303435e-06,        +2.982999837022e-10,        -2.217105826357e-09,        +1.038487992888e-10,        -5.526010160409e-10,        +1.199087284304e-07,        -2.201655999904e-06,        +3.395184770050e-10,        -2.687637595521e-09,        +1.096982165075e-10,        -4.905289946254e-10,        +1.229443672832e-07,        -2.181383709459e-06,        +3.756141751499e-10,        -3.049660322660e-09,        +1.018032016638e-10,        -5.479674066572e-10,        +1.257297334347e-07,        -2.162666033316e-06,        +3.959144413806e-10,        -3.278034407274e-09,        +1.076564347433e-10,        -6.005214501300e-10,        +1.288757864435e-07,        -2.141781499517e-06,        -2.892806816969e-10,        +7.915984089152e-09,        -9.747015450713e-11,        +2.097677875738e-09,        +3.340214941666e-08,        -5.059744175473e-07
 2.44692500e+00,        +1.670720252151e-10,        -1.050581621735e-09,        +1.113195286312e-10,        -6.375983204168e-10,        +1.167863677679e-07,        -2.215687797185e-06,        +2.205504783061e-10,        -1.461451347255e-09,        +1.089824473854e-10,        -5.903059646899e-10,        +1.165911360656e-07,        -2.210570419386e-06,        +2.518593131403e-10,        -1.854697709537e-09,        +1.057439469169e-10,        -5.235424123487e-10,        +1.175098635824e-07,        -2.204177002251e-06,        +2.973565732209e-10,        -2.211945656810e-09,        +1.037646937888e-10,        -5.525327892505e-10,        +1.190688391158e-07,        -2.193870818053e-06,        +3.383347745787e-10,        -2.680799958145e-09,        +1.095989067876e-10,        -4.906703195426e-10,        +1.220978827800e-07,        -2.173665365751e-06,        +3.742291549280e-10,        -3.041525287022e-09,        +1.017171454334e-10,        -5.478940447611e-10,        +1.248771368102e-07,        -2.155010409543e-06,        +3.944041622073e-10,        -3.269029000056e-09,        +1.075348778642e-10,        -6.002461580702e-10,        +1.280162111566e-07,        -2.134196207474e-06,        -2.871604623405e-10,        +7.896679141690e-09,        -9.667971497296e-11,        +2.090714079421e-09,        +3.317151533592e-08,        -5.039032263349e-07
 2.44695000e+00,        +1.668180481544e-10,        -1.049521888137e-09,        +1.111995158505e-10,        -6.371909820380e-10,        +1.159587567671e-07,        -2.207890807805e-06,        +2.200305407460e-10,        -1.458951725704e-09,        +1.088815827969e-10,        -5.900993169926e-10,        +1.157650712430e-07,        -2.202787097047e-06,        +2.511542952937e-10,        -1.850827298210e-09,        +1.056629403520e-10,        -5.235673002070e-10,        +1.166820354073e-07,        -2.196413550596e-06,        +2.964218439076e-10,        -2.206822673048e-09,        +1.036813039801e-10,        -5.524658086015e-10,        +1.182377103945e-07,        -2.186140251049e-06,        +3.371620592414e-10,        -2.674011248208e-09,        +1.095003420756e-10,        -4.908114144563e-10,        +1.212601812351e-07,        -2.166001163199e-06,        +3.728570147876e-10,        -3.033448253670e-09,        +1.016318176659e-10,        -5.478219742122e-10,        +1.240333435472e-07,        -2.147408482398e-06,        +3.929079644353e-10,        -3.260087684949e-09,        +1.074143724001e-10,        -5.999735637637e-10,        +1.271654629744e-07,        -2.126664113520e-06,        -2.850621345937e-10,        +7.877510393071e-09,        -9.589730464162e-11,        +2.083798323525e-09,        +3.294326465176e-08,        -5.018465441579e-07
 2.44697500e+00,        +1.665663864522e-10,        -1.048470636850e-09,        +1.110805951355e-10,        -6.367872360949e-10,        +1.151397833018e-07,        -2.200148329832e-06,        +2.195153083275e-10,        -1.456470605239e-09,        +1.087816024000e-10,        -5.898948645900e-10,        +1.149476282256e-07,        -2.195058190771e-06,        +2.504557793802e-10,        -1.846984965415e-09,        +1.055825931345e-10,        -5.235927722173e-10,        +1.158628343692e-07,        -2.188704374812e-06,        +2.954956839581e-10,        -2.201736487307e-09,        +1.035986215794e-10,        -5.524000611288e-10,        +1.174152202570e-07,        -2.178463727712e-06,        +3.360001885071e-10,        -2.667270955394e-09,        +1.094025145819e-10,        -4.909522819405e-10,        +1.204311406600e-07,        -2.158390535633e-06,        +3.714975873573e-10,        -3.025428617656e-09,        +1.015472099200e-10,        -5.477511815527e-10,        +1.231982316834e-07,        -2.139859690410e-06,        +3.914256647251e-10,        -3.251209793433e-09,        +1.072949057403e-10,        -5.997036391402e-10,        +1.263234199544e-07,        -2.119184661451e-06,        -2.829853937263e-10,        +7.858476419249e-09,        -9.512281277223e-11,        +2.076930105359e-09,        +3.271736436008e-08,        -4.998042192990e-07
 2.44700000e+00,        +1.663170111323e-10,        -1.047427779660e-09,        +1.109627530233e-10,        -6.363870451860e-10,        +1.143293272335e-07,        -2.192459795081e-06,        +2.190047215628e-10,        -1.454007793644e-09,        +1.086824956682e-10,        -5.896925846628e-10,        +1.141386870918e-07,        -2.187383133368e-06,        +2.497636818708e-10,        -1.843170419282e-09,        +1.055028979666e-10,        -5.236188223796e-10,        +1.150521405657e-07,        -2.181048909182e-06,        +2.945779834191e-10,        -2.196686717175e-09,        +1.035166384325e-10,        -5.523355340062e-10,        +1.166012488057e-07,        -2.170840684773e-06,        +3.348490222501e-10,        -2.660578576399e-09,        +1.093054166209e-10,        -4.910929245833e-10,        +1.196106411744e-07,        -2.150832924720e-06,        +3.701507080458e-10,        -3.017465782317e-09,        +1.014633138788e-10,        -5.476816535406e-10,        +1.223716813605e-07,        -2.132363479877e-06,        +3.899570827853e-10,        -3.242394666159e-09,        +1.071764654659e-10,        -5.994363564660e-10,        +1.254899622545e-07,        -2.111757302764e-06,        -2.809299402852e-10,        +7.839575815855e-09,        -9.435613054587e-11,        +2.070108929187e-09,        +3.249378202597e-08,        -4.977761021413e-07
 2.44702500e+00,        +1.660698936746e-10,        -1.046393229583e-09,        +1.108459762609e-10,        -6.359903724640e-10,        +1.135272705148e-07,        -2.184824643220e-06,        +2.184987219236e-10,        -1.451563101392e-09,        +1.085842522340e-10,        -5.894924547351e-10,        +1.133381300068e-07,        -2.179761365484e-06,        +2.490779206019e-10,        -1.839383371953e-09,        +1.054238476532e-10,        -5.236454447993e-10,        +1.142498361803e-07,        -2.173446595809e-06,        +2.936686341403e-10,        -2.191672985562e-09,        +1.034353465062e-10,        -5.522722146717e-10,        +1.157956782270e-07,        -2.163270566747e-06,        +3.337084226639e-10,        -2.653933614974e-09,        +1.092090406161e-10,        -4.912333449555e-10,        +1.187985649778e-07,        -2.143327779842e-06,        +3.688162149863e-10,        -3.009559159291e-09,        +1.013801213545e-10,        -5.476133771353e-10,        +1.215535747967e-07,        -2.124919304751e-06,        +3.885020413112e-10,        -3.233641652953e-09,        +1.070590393573e-10,        -5.991716884919e-10,        +1.246649721048e-07,        -2.104381496532e-06,        -2.788954800203e-10,        +7.820807197944e-09,        -9.359715101035e-11,        +2.063334306106e-09,        +3.227248577637e-08,        -4.957620451351e-07
 2.44705000e+00,        +1.658250060219e-10,        -1.045366900790e-09,        +1.107302518074e-10,        -6.355971815558e-10,        +1.127334971366e-07,        -2.177242321627e-06,        +2.179972518345e-10,        -1.449136341513e-09,        +1.084868618920e-10,        -5.892944526275e-10,        +1.125458411708e-07,        -2.172192335464e-06,        +2.483984147639e-10,        -1.835623539532e-09,        +1.053454351054e-10,        -5.236726336200e-10,        +1.134558054299e-07,        -2.165896884472e-06,        +2.927675297468e-10,        -2.186694920480e-09,        +1.033547378891e-10,        -5.522100906646e-10,        +1.149983927390e-07,        -2.155752825791e-06,        +3.325782542126e-10,        -2.647335581570e-09,        +1.091133790934e-10,        -4.913735455376e-10,        +1.179947962982e-07,        -2.135874557957e-06,        +3.674939489805e-10,        -3.001708168239e-09,        +1.012976242823e-10,        -5.475463394578e-10,        +1.207437962349e-07,        -2.117526626494e-06,        +3.870603659259e-10,        -3.224950112513e-09,        +1.069426153842e-10,        -5.989096082558e-10,        +1.238483337563e-07,        -2.097056709271e-06,        -2.768817237518e-10,        +7.802169199640e-09,        -9.284576904733e-11,        +2.056605753944e-09,        +3.205344428595e-08,        -4.937619027603e-07
 2.44707500e+00,        +1.655823205687e-10,        -1.044348708662e-09,        +1.106155668312e-10,        -6.352074365836e-10,        +1.119478930833e-07,        -2.169712285264e-06,        +2.175002546513e-10,        -1.446727329599e-09,        +1.083903145966e-10,        -5.890985564233e-10,        +1.117617067740e-07,        -2.164675499221e-06,        +2.477250848657e-10,        -1.831890641943e-09,        +1.052676533399e-10,        -5.237003830723e-10,        +1.126699345201e-07,        -2.158399232501e-06,        +2.918745656016e-10,        -2.181752155044e-09,        +1.032748047906e-10,        -5.521491496930e-10,        +1.142092785468e-07,        -2.148286921579e-06,        +3.314583835818e-10,        -2.640783993289e-09,        +1.090184246847e-10,        -4.915135287826e-10,        +1.171992213469e-07,        -2.128472723472e-06,        +3.661837534498e-10,        -2.993912236732e-09,        +1.012158147212e-10,        -5.474805277767e-10,        +1.199422318982e-07,        -2.110184913954e-06,        +3.856318851307e-10,        -3.216319412349e-09,        +1.068271817033e-10,        -5.986500891824e-10,        +1.230399334368e-07,        -2.089782414811e-06,        -2.748883872604e-10,        +7.783660473786e-09,        -9.210188133113e-11,        +2.049922797158e-09,        +3.183662676504e-08,        -4.917755314931e-07
 2.44710000e+00,        +1.653418101518e-10,        -1.043338569696e-09,        +1.105019087026e-10,        -6.348211021610e-10,        +1.111703462994e-07,        -2.162233996542e-06,        +2.170076746432e-10,        -1.444335883759e-09,        +1.082946004545e-10,        -5.889047445394e-10,        +1.109856149629e-07,        -2.157210320108e-06,        +2.470578527142e-10,        -1.828184403003e-09,        +1.051904954708e-10,        -5.237286874914e-10,        +1.118921116120e-07,        -2.150953104642e-06,        +2.909896387731e-10,        -2.176844327427e-09,        +1.031955395350e-10,        -5.520893796506e-10,        +1.134282238092e-07,        -2.140872321172e-06,        +3.303486796382e-10,        -2.634278373998e-09,        +1.089241701161e-10,        -4.916532971519e-10,        +1.164117282854e-07,        -2.121121748118e-06,        +3.648854743801e-10,        -2.986170800214e-09,        +1.011346848453e-10,        -5.474159295881e-10,        +1.191487699565e-07,        -2.102893643243e-06,        +3.842164302272e-10,        -3.207748928541e-09,        +1.067127266497e-10,        -5.983931050759e-10,        +1.222396593171e-07,        -2.082558094177e-06,        -2.729151912071e-10,        +7.765279691642e-09,        -9.136538631016e-11,        +2.043284966673e-09,        +3.162200295068e-08,        -4.898027897716e-07
 2.44712500e+00,        +1.651034480303e-10,        -1.042336401547e-09,        +1.103892649851e-10,        -6.344381433889e-10,        +1.104007466403e-07,        -2.154806925197e-06,        +2.165194569621e-10,        -1.441961824560e-09,        +1.081997097209e-10,        -5.887129956745e-10,        +1.102174557916e-07,        -2.149796268787e-06,        +2.463966413736e-10,        -1.824504550200e-09,        +1.051139547083e-10,        -5.237575412354e-10,        +1.111222267728e-07,        -2.143557972935e-06,        +2.901126479843e-10,        -2.171971080595e-09,        +1.031169345571e-10,        -5.520307686042e-10,        +1.126551185897e-07,        -2.133508498890e-06,        +3.292490133778e-10,        -2.627818253794e-09,        +1.088306082150e-10,        -4.917928530023e-10,        +1.156322071769e-07,        -2.113821110817e-06,        +3.635989602553e-10,        -2.978483301740e-09,        +1.010542269435e-10,        -5.473525324928e-10,        +1.183633004783e-07,        -2.095652297605e-06,        +3.828138352728e-10,        -3.199238045642e-09,        +1.065992387387e-10,        -5.981386300851e-10,        +1.214474014634e-07,        -2.075383235458e-06,        -2.709618610082e-10,        +7.747025542590e-09,        -9.063618414000e-11,        +2.036691799828e-09,        +3.140954309360e-08,        -4.878435379613e-07
 2.44715000e+00,        +1.648672078899e-10,        -1.041342122947e-09,        +1.102776234377e-10,        -6.340585258208e-10,        +1.096389858416e-07,        -2.147430548169e-06,        +2.160355476417e-10,        -1.439604974985e-09,        +1.081056327976e-10,        -5.885232888171e-10,        +1.094571211912e-07,        -2.142432823113e-06,        +2.457413751554e-10,        -1.820850814786e-09,        +1.050380243598e-10,        -5.237869387682e-10,        +1.103601719457e-07,        -2.136213316592e-06,        +2.892434935994e-10,        -2.167132062457e-09,        +1.030389824023e-10,        -5.519733047430e-10,        +1.118898548263e-07,        -2.126194936194e-06,        +3.281592578925e-10,        -2.621403169319e-09,        +1.087377318991e-10,        -4.919321986745e-10,        +1.148605499557e-07,        -2.106570297572e-06,        +3.623240620328e-10,        -2.970849191946e-09,        +1.009744334158e-10,        -5.472903242776e-10,        +1.175857154001e-07,        -2.088460367302e-06,        +3.814239370255e-10,        -3.190786156609e-09,        +1.064867066523e-10,        -5.978866386582e-10,        +1.206630518063e-07,        -2.068257333697e-06,        -2.690281267627e-10,        +7.728896733800e-09,        -8.991417667881e-11,        +2.030142840240e-09,        +3.119921794982e-08,        -4.858976383245e-07
 2.44717500e+00,        +1.646330638428e-10,        -1.040355653775e-09,        +1.101669720191e-10,        -6.336822154927e-10,        +1.088849574845e-07,        -2.140104349475e-06,        +2.155558935854e-10,        -1.437265160432e-09,        +1.080123602424e-10,        -5.883356032224e-10,        +1.087045049347e-07,        -2.135119468004e-06,        +2.450919796024e-10,        -1.817222931580e-09,        +1.049626978366e-10,        -5.238168746161e-10,        +1.096058409147e-07,        -2.128918621870e-06,        +2.883820776016e-10,        -2.162326925606e-09,        +1.029616757373e-10,        -5.519169764481e-10,        +1.111323262961e-07,        -2.118931121561e-06,        +3.270792883446e-10,        -2.615032663373e-09,        +1.086455341952e-10,        -4.920713365209e-10,        +1.140966503922e-07,        -2.099368801339e-06,        +3.610606330954e-10,        -2.963267928840e-09,        +1.008952967891e-10,        -5.472292929334e-10,        +1.168159084915e-07,        -2.081317349493e-06,        +3.800465749081e-10,        -3.182392662504e-09,        +1.063751192657e-10,        -5.976371056674e-10,        +1.198865041066e-07,        -2.061179890766e-06,        -2.671137231541e-10,        +7.710891989931e-09,        -8.919926743383e-11,        +2.023637637684e-09,        +3.099099877138e-08,        -4.839649549867e-07
 2.44720000e+00,        +1.644009904046e-10,        -1.039376914923e-09,        +1.100572988719e-10,        -6.333091788761e-10,        +1.081385569321e-07,        -2.132827820093e-06,        +2.150804425320e-10,        -1.434942208608e-09,        +1.079198827525e-10,        -5.881499184340e-10,        +1.079595025742e-07,        -2.127855695326e-06,        +2.444483814440e-10,        -1.813620639013e-09,        +1.048879686407e-10,        -5.238473433927e-10,        +1.088591292417e-07,        -2.121673381958e-06,        +2.875283035332e-10,        -2.157555327326e-09,        +1.028850073325e-10,        -5.518617722183e-10,        +1.103824285531e-07,        -2.111716550369e-06,        +3.260089818860e-10,        -2.608706284947e-09,        +1.085540082181e-10,        -4.922102687629e-10,        +1.133404040310e-07,        -2.092216121912e-06,        +3.598085291748e-10,        -2.955738977731e-09,        +1.008168096924e-10,        -5.471694265525e-10,        +1.160537752937e-07,        -2.074222748118e-06,        +3.786815909228e-10,        -3.174056972508e-09,        +1.062644656094e-10,        -5.973900062541e-10,        +1.191176538934e-07,        -2.054150415254e-06,        -2.652183893077e-10,        +7.693010052841e-09,        -8.849136152427e-11,        +2.017175748022e-09,        +3.078485728947e-08,        -4.820453539055e-07
 2.44722500e+00,        +1.641709624764e-10,        -1.038405828401e-09,        +1.099485923133e-10,        -6.329393829176e-10,        +1.073996813363e-07,        -2.125600457850e-06,        +2.146091430375e-10,        -1.432635949558e-09,        +1.078281911551e-10,        -5.879662142686e-10,        +1.072220114473e-07,        -2.120641003787e-06,        +2.438105085753e-10,        -1.810043678955e-09,        +1.048138303553e-10,        -5.238783397556e-10,        +1.081199342732e-07,        -2.114477096863e-06,        +2.866820764752e-10,        -2.152816929486e-09,        +1.028089700538e-10,        -5.518076807326e-10,        +1.096400589341e-07,        -2.104550724783e-06,        +3.249482176512e-10,        -2.602423589073e-09,        +1.084631471657e-10,        -4.923489976829e-10,        +1.125917081960e-07,        -2.085111765815e-06,        +3.585676083328e-10,        -2.948261811108e-09,        +1.007389648553e-10,        -5.471107134119e-10,        +1.152992131242e-07,        -2.067176073791e-06,        +3.773288296200e-10,        -3.165778503673e-09,        +1.061547348782e-10,        -5.971453159450e-10,        +1.183563984694e-07,        -2.047168422361e-06,        -2.633418687997e-10,        +7.675249681338e-09,        -8.779036567392e-11,        +2.010756733083e-09,        +3.058076571604e-08,        -4.801387028424e-07
 2.44725000e+00,        +1.639429553708e-10,        -1.037442317211e-09,        +1.098408408523e-10,        -6.325727949668e-10,        +1.066682295593e-07,        -2.118421767293e-06,        +2.141419444822e-10,        -1.430346215558e-09,        +1.077372764272e-10,        -5.877844708088e-10,        +1.064919305987e-07,        -2.113474898800e-06,        +2.431782900524e-10,        -1.806491796790e-09,        +1.047402766663e-10,        -5.239098584409e-10,        +1.073881550619e-07,        -2.107329273285e-06,        +2.858433030282e-10,        -2.148111398485e-09,        +1.027335568826e-10,        -5.517546908255e-10,        +1.089051164811e-07,        -2.097433153634e-06,        +3.238968767117e-10,        -2.596184136673e-09,        +1.083729443352e-10,        -4.924875254748e-10,        +1.118504619142e-07,        -2.078055246177e-06,        +3.573377309027e-10,        -2.940835908489e-09,        +1.006617551209e-10,        -5.470531419329e-10,        +1.145521210010e-07,        -2.060176843673e-06,        +3.759881380502e-10,        -3.157556680813e-09,        +1.060459164277e-10,        -5.969030105526e-10,        +1.176026368345e-07,        -2.040233433775e-06,        -2.614839094669e-10,        +7.657609650832e-09,        -8.709618816430e-11,        +2.004380160560e-09,        +3.037869672292e-08,        -4.782448713276e-07
 2.44727500e+00,        +1.637169447727e-10,        -1.036486305416e-09,        +1.097340331691e-10,        -6.322093828507e-10,        +1.059441021688e-07,        -2.111291259596e-06,        +2.136787970336e-10,        -1.428072841156e-09,        +1.076471296756e-10,        -5.876046683874e-10,        +1.057691607754e-07,        -2.106356892390e-06,        +2.425516560491e-10,        -1.802964741254e-09,        +1.046673013444e-10,        -5.239418942512e-10,        +1.066636923617e-07,        -2.100229424517e-06,        +2.850118912713e-10,        -2.143438405152e-09,        +1.026587609008e-10,        -5.517027914509e-10,        +1.081775019357e-07,        -2.090363352315e-06,        +3.228548420329e-10,        -2.589987494587e-09,        +1.082833931142e-10,        -4.926258543096e-10,        +1.111165659095e-07,        -2.071046082632e-06,        +3.561187594540e-10,        -2.933460756349e-09,        +1.005851734413e-10,        -5.469967006976e-10,        +1.138123996365e-07,        -2.053224581380e-06,        +3.746593657029e-10,        -3.149390936534e-09,        +1.059379997891e-10,        -5.966630662098e-10,        +1.168562696806e-07,        -2.033344977572e-06,        -2.596442633818e-10,        +7.640088753081e-09,        -8.640873877759e-11,        +1.998045603921e-09,        +3.017862344046e-08,        -4.763637306354e-07
 2.44730000e+00,        +1.634929067459e-10,        -1.035537718055e-09,        +1.096281581169e-10,        -6.318491147797e-10,        +1.052272013877e-07,        -2.104208452434e-06,        +2.132196516388e-10,        -1.425815663063e-09,        +1.075577421395e-10,        -5.874267876141e-10,        +1.050536043771e-07,        -2.099286503078e-06,        +2.419305378473e-10,        -1.799462264437e-09,        +1.045948982458e-10,        -5.239744420772e-10,        +1.059464485783e-07,        -2.093177070332e-06,        +2.841877507352e-10,        -2.138797624636e-09,        +1.025845752863e-10,        -5.516519717242e-10,        +1.074571176904e-07,        -2.083340842672e-06,        +3.218219984388e-10,        -2.583833235373e-09,        +1.081944869715e-10,        -4.927639863423e-10,        +1.103899225536e-07,        -2.064083801208e-06,        +3.549105587364e-10,        -2.926135847953e-09,        +1.005092128622e-10,        -5.469413784338e-10,        +1.130799513884e-07,        -2.046318816864e-06,        +3.733423644753e-10,        -3.141280710898e-09,        +1.058309746317e-10,        -5.964254593541e-10,        +1.161171993422e-07,        -2.026502588109e-06,        -2.578226867470e-10,        +7.622685795950e-09,        -8.572792881564e-11,        +1.991752642303e-09,        +2.998051944410e-08,        -4.744951537526e-07
