        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.41010000e+00,        +7.708038202956e-11,        +7.640510015154e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.125036257590e-13,        +2.756909347925e-03,        +9.004390380554e-13,        +1.178506456074e-02,        +2.125036257590e-13,        +2.756909347925e-03,        +9.004390380554e-13,        +1.178506456074e-02,        +1.288234211643e-13,        +1.671286749914e-03,        +5.471106536805e-13,        +7.160656194356e-03,        +3.682871978054e-11,        +4.777962798162e-01,        +3.880652906936e-11,        +5.079049565067e-01,        +1.480194214962e-11,        +1.920325478400e-01,        +1.208469459097e-11,        +1.581660722518e-01,        +5.278856985979e-12,        +6.848509110859e-02,        +5.803111944462e-12,        +7.595189238613e-02,        +4.876089524994e-12,        +6.325979966114e-02,        +5.616761789775e-12,        +7.351291705180e-02,        +1.486817741292e-11,        +1.928918490209e-01,        +1.206361327537e-11,        +1.578901572205e-01,        +8.526912859367e-14,        +1.106236455353e-03,        +5.828397898623e-13,        +7.628283827995e-03
 2.41010500e+00,        +7.709139293037e-11,        +7.641579369285e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.125584851822e-13,        +2.757227196221e-03,        +9.006385572997e-13,        +1.178602634057e-02,        +2.125584851822e-13,        +2.757227196221e-03,        +9.006385572997e-13,        +1.178602634057e-02,        +1.288544271311e-13,        +1.671450238906e-03,        +5.472327760719e-13,        +7.161252270328e-03,        +3.683068876043e-11,        +4.777535774155e-01,        +3.880881679269e-11,        +5.078638186849e-01,        +1.480518956997e-11,        +1.920472442798e-01,        +1.208732665737e-11,        +1.581783826778e-01,        +5.280159532671e-12,        +6.849220557527e-02,        +5.804507403719e-12,        +7.595952516112e-02,        +4.877190364530e-12,        +6.326504398403e-02,        +5.618063309069e-12,        +7.351966180775e-02,        +1.487146480389e-11,        +1.929069412110e-01,        +1.206623552603e-11,        +1.579023778059e-01,        +8.528698656952e-14,        +1.106310099320e-03,        +5.829726706018e-13,        +7.628955251647e-03
 2.41011000e+00,        +7.710240762253e-11,        +7.642649098166e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.126133645782e-13,        +2.757545077179e-03,        +9.008381452102e-13,        +1.178698817176e-02,        +2.126133645782e-13,        +2.757545077179e-03,        +9.008381452102e-13,        +1.178698817176e-02,        +1.288854441012e-13,        +1.671613741716e-03,        +5.473549404512e-13,        +7.161848377712e-03,        +3.683265838233e-11,        +4.777108720476e-01,        +3.881110533031e-11,        +5.078226781291e-01,        +1.480843809713e-11,        +1.920619414328e-01,        +1.208995963332e-11,        +1.581906938030e-01,        +5.281462593008e-12,        +6.849932130348e-02,        +5.805903383417e-12,        +7.596715888487e-02,        +4.878291555349e-12,        +6.327028825392e-02,        +5.619365273168e-12,        +7.352640689099e-02,        +1.487475333552e-11,        +1.929220343980e-01,        +1.206885867875e-11,        +1.579145990315e-01,        +8.530485051361e-14,        +1.106383745255e-03,        +5.831055970273e-13,        +7.629626711073e-03
 2.41011500e+00,        +7.711342610777e-11,        +7.643719201970e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.126682639565e-13,        +2.757862990801e-03,        +9.010378018184e-13,        +1.178795005429e-02,        +2.126682639565e-13,        +2.757862990801e-03,        +9.010378018184e-13,        +1.178795005429e-02,        +1.289164720799e-13,        +1.671777258343e-03,        +5.474771468379e-13,        +7.162444516497e-03,        +3.683462864652e-11,        +4.776681637130e-01,        +3.881339468261e-11,        +5.077815348397e-01,        +1.481168773159e-11,        +1.920766392987e-01,        +1.209259351923e-11,        +1.582030056273e-01,        +5.282766167289e-12,        +6.850643829397e-02,        +5.807299883826e-12,        +7.597479355769e-02,        +4.879393097564e-12,        +6.327553247011e-02,        +5.620667682258e-12,        +7.353315230116e-02,        +1.487804300834e-11,        +1.929371285819e-01,        +1.207148273397e-11,        +1.579268208970e-01,        +8.532272042869e-14,        +1.106457393158e-03,        +5.832385691598e-13,        +7.630298206264e-03
 2.41012000e+00,        +7.712444838787e-11,        +7.644789680872e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.127231833268e-13,        +2.758180937088e-03,        +9.012375271561e-13,        +1.178891198814e-02,        +2.127231833268e-13,        +2.758180937088e-03,        +9.012375271561e-13,        +1.178891198814e-02,        +1.289475110723e-13,        +1.671940788785e-03,        +5.475993952513e-13,        +7.163040686671e-03,        +3.683659955330e-11,        +4.776254524122e-01,        +3.881568484994e-11,        +5.077403888175e-01,        +1.481493847386e-11,        +1.920913378771e-01,        +1.209522831553e-11,        +1.582153181505e-01,        +5.284070255813e-12,        +6.851355654745e-02,        +5.808696905220e-12,        +7.598242917989e-02,        +4.880494991289e-12,        +6.328077663187e-02,        +5.621970536524e-12,        +7.353989803788e-02,        +1.488133382289e-11,        +1.929522237625e-01,        +1.207410769208e-11,        +1.579390434023e-01,        +8.534059631748e-14,        +1.106531043027e-03,        +5.833715870206e-13,        +7.630969737209e-03
 2.41012500e+00,        +7.713547446458e-11,        +7.645860535047e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.127781226986e-13,        +2.758498916038e-03,        +9.014373212548e-13,        +1.178987397328e-02,        +2.127781226986e-13,        +2.758498916038e-03,        +9.014373212548e-13,        +1.178987397328e-02,        +1.289785610836e-13,        +1.672104333044e-03,        +5.477216857109e-13,        +7.163636888226e-03,        +3.683857110296e-11,        +4.775827381456e-01,        +3.881797583270e-11,        +5.076992400628e-01,        +1.481819032442e-11,        +1.921060371675e-01,        +1.209786402263e-11,        +1.582276313723e-01,        +5.285374858881e-12,        +6.852067606466e-02,        +5.810094447871e-12,        +7.599006575178e-02,        +4.881597236638e-12,        +6.328602073849e-02,        +5.623273836152e-12,        +7.354664410077e-02,        +1.488462577971e-11,        +1.929673199398e-01,        +1.207673355352e-11,        +1.579512665469e-01,        +8.535847818274e-14,        +1.106604694860e-03,        +5.835046506309e-13,        +7.631641303896e-03
 2.41013000e+00,        +7.714650433965e-11,        +7.646931764667e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.128330820815e-13,        +2.758816927653e-03,        +9.016371841462e-13,        +1.179083600971e-02,        +2.128330820815e-13,        +2.758816927653e-03,        +9.016371841462e-13,        +1.179083600971e-02,        +1.290096221191e-13,        +1.672267891117e-03,        +5.478440182360e-13,        +7.164233121150e-03,        +3.684054329578e-11,        +4.775400209138e-01,        +3.882026763124e-11,        +5.076580885763e-01,        +1.482144328379e-11,        +1.921207371696e-01,        +1.210050064097e-11,        +1.582399452926e-01,        +5.286679976791e-12,        +6.852779684632e-02,        +5.811492512052e-12,        +7.599770327368e-02,        +4.882699833725e-12,        +6.329126478924e-02,        +5.624577581329e-12,        +7.355339048947e-02,        +1.488791887933e-11,        +1.929824171137e-01,        +1.207936031868e-11,        +1.579634903308e-01,        +8.537636602721e-14,        +1.106678348656e-03,        +5.836377600119e-13,        +7.632312906317e-03
 2.41013500e+00,        +7.715753801486e-11,        +7.648003369909e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.128880614850e-13,        +2.759134971932e-03,        +9.018371158619e-13,        +1.179179809740e-02,        +2.128880614850e-13,        +2.759134971932e-03,        +9.018371158619e-13,        +1.179179809740e-02,        +1.290406941839e-13,        +1.672431463004e-03,        +5.479663928461e-13,        +7.164829385432e-03,        +3.684251613207e-11,        +4.774973007171e-01,        +3.882256024596e-11,        +5.076169343584e-01,        +1.482469735245e-11,        +1.921354378830e-01,        +1.210313817097e-11,        +1.582522599113e-01,        +5.287985609844e-12,        +6.853491889315e-02,        +5.812891098036e-12,        +7.600534174588e-02,        +4.883802782663e-12,        +6.329650878340e-02,        +5.625881772241e-12,        +7.356013720360e-02,        +1.489121312230e-11,        +1.929975152840e-01,        +1.208198798799e-11,        +1.579757147536e-01,        +8.539425985364e-14,        +1.106752004415e-03,        +5.837709151849e-13,        +7.632984544459e-03
 2.41014000e+00,        +7.716857549195e-11,        +7.649075350946e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.129430609187e-13,        +2.759453048876e-03,        +9.020371164338e-13,        +1.179276023634e-02,        +2.129430609187e-13,        +2.759453048876e-03,        +9.020371164338e-13,        +1.179276023634e-02,        +1.290717772834e-13,        +1.672595048704e-03,        +5.480888095605e-13,        +7.165425681063e-03,        +3.684448961211e-11,        +4.774545775561e-01,        +3.882485367721e-11,        +5.075757774096e-01,        +1.482795253092e-11,        +1.921501393072e-01,        +1.210577661305e-11,        +1.582645752281e-01,        +5.289291758339e-12,        +6.854204220591e-02,        +5.814290206096e-12,        +7.601298116872e-02,        +4.884906083566e-12,        +6.330175272026e-02,        +5.627186409074e-12,        +7.356688424279e-02,        +1.489450850915e-11,        +1.930126144508e-01,        +1.208461656186e-11,        +1.579879398151e-01,        +8.541215966477e-14,        +1.106825662133e-03,        +5.839041161710e-13,        +7.633656218313e-03
 2.41014500e+00,        +7.717961677271e-11,        +7.650147707954e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.129980803923e-13,        +2.759771158486e-03,        +9.022371858935e-13,        +1.179372242650e-02,        +2.129980803923e-13,        +2.759771158486e-03,        +9.022371858935e-13,        +1.179372242650e-02,        +1.291028714226e-13,        +1.672758648217e-03,        +5.482112683989e-13,        +7.166022008031e-03,        +3.684646373620e-11,        +4.774118514312e-01,        +3.882714792539e-11,        +5.075346177305e-01,        +1.483120881968e-11,        +1.921648414419e-01,        +1.210841596764e-11,        +1.582768912429e-01,        +5.290598422578e-12,        +6.854916678531e-02,        +5.815689836506e-12,        +7.602062154249e-02,        +4.886009736549e-12,        +6.330699659909e-02,        +5.628491492016e-12,        +7.357363160666e-02,        +1.489780504042e-11,        +1.930277146140e-01,        +1.208724604071e-11,        +1.580001655151e-01,        +8.543006546336e-14,        +1.106899321811e-03,        +5.840373629915e-13,        +7.634327927868e-03
 2.41015000e+00,        +7.719066185888e-11,        +7.651220441107e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.130531199154e-13,        +2.760089300761e-03,        +9.024373242727e-13,        +1.179468466788e-02,        +2.130531199154e-13,        +2.760089300761e-03,        +9.024373242727e-13,        +1.179468466788e-02,        +1.291339766069e-13,        +1.672922261542e-03,        +5.483337693805e-13,        +7.166618366326e-03,        +3.684843850463e-11,        +4.773691223428e-01,        +3.882944299085e-11,        +5.074934553217e-01,        +1.483446621923e-11,        +1.921795442868e-01,        +1.211105623515e-11,        +1.582892079554e-01,        +5.291905602861e-12,        +6.855629263208e-02,        +5.817089989539e-12,        +7.602826286752e-02,        +4.887113741724e-12,        +6.331224041917e-02,        +5.629797021251e-12,        +7.358037929484e-02,        +1.490110271665e-11,        +1.930428157734e-01,        +1.208987642496e-11,        +1.580123918532e-01,        +8.544797725214e-14,        +1.106972983447e-03,        +5.841706556678e-13,        +7.634999673114e-03
 2.41015500e+00,        +7.720171075223e-11,        +7.652293550581e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.131081794975e-13,        +2.760407475702e-03,        +9.026375316032e-13,        +1.179564696044e-02,        +2.131081794975e-13,        +2.760407475702e-03,        +9.026375316032e-13,        +1.179564696044e-02,        +1.291650928413e-13,        +1.673085888678e-03,        +5.484563125249e-13,        +7.167214755938e-03,        +3.685041391769e-11,        +4.773263902916e-01,        +3.883173887399e-11,        +5.074522901835e-01,        +1.483772473008e-11,        +1.921942478413e-01,        +1.211369741602e-11,        +1.583015253656e-01,        +5.293213299490e-12,        +6.856341974697e-02,        +5.818490665469e-12,        +7.603590514411e-02,        +4.888218099205e-12,        +6.331748417976e-02,        +5.631102996968e-12,        +7.358712730695e-02,        +1.490440153838e-11,        +1.930579179290e-01,        +1.209250771501e-11,        +1.580246188294e-01,        +8.546589503389e-14,        +1.107046647039e-03,        +5.843039942211e-13,        +7.635671454040e-03
 2.41016000e+00,        +7.721276345453e-11,        +7.653367036549e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.131632591482e-13,        +2.760725683310e-03,        +9.028378079168e-13,        +1.179660930418e-02,        +2.131632591482e-13,        +2.760725683310e-03,        +9.028378079168e-13,        +1.179660930418e-02,        +1.291962201313e-13,        +1.673249529624e-03,        +5.485788978516e-13,        +7.167811176856e-03,        +3.685238997568e-11,        +4.772836552778e-01,        +3.883403557517e-11,        +5.074111223167e-01,        +1.484098435273e-11,        +1.922089521051e-01,        +1.211633951067e-11,        +1.583138434731e-01,        +5.294521512764e-12,        +6.857054813071e-02,        +5.819891864570e-12,        +7.604354837258e-02,        +4.889322809106e-12,        +6.332272788016e-02,        +5.632409419351e-12,        +7.359387564262e-02,        +1.490770150615e-11,        +1.930730210807e-01,        +1.209513991129e-11,        +1.580368464433e-01,        +8.548381881135e-14,        +1.107120312585e-03,        +5.844373786726e-13,        +7.636343270636e-03
 2.41016500e+00,        +7.722381996755e-11,        +7.654440899188e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.132183588773e-13,        +2.761043923583e-03,        +9.030381532453e-13,        +1.179757169908e-02,        +2.132183588773e-13,        +2.761043923583e-03,        +9.030381532453e-13,        +1.179757169908e-02,        +1.292273584819e-13,        +1.673413184381e-03,        +5.487015253801e-13,        +7.168407629070e-03,        +3.685436667888e-11,        +4.772409173021e-01,        +3.883633309477e-11,        +5.073699517216e-01,        +1.484424508768e-11,        +1.922236570778e-01,        +1.211898251952e-11,        +1.583261622779e-01,        +5.295830242987e-12,        +6.857767778404e-02,        +5.821293587116e-12,        +7.605119255325e-02,        +4.890427871540e-12,        +6.332797151961e-02,        +5.633716288589e-12,        +7.360062430146e-02,        +1.491100262051e-11,        +1.930881252284e-01,        +1.209777301422e-11,        +1.580490746947e-01,        +8.550174858727e-14,        +1.107193980085e-03,        +5.845708090437e-13,        +7.637015122890e-03
 2.41017000e+00,        +7.723488029305e-11,        +7.655515138673e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.132734786942e-13,        +2.761362196523e-03,        +9.032385676205e-13,        +1.179853414511e-02,        +2.132734786942e-13,        +2.761362196523e-03,        +9.032385676205e-13,        +1.179853414511e-02,        +1.292585078985e-13,        +1.673576852946e-03,        +5.488241951297e-13,        +7.169004112568e-03,        +3.685634402760e-11,        +4.771981763648e-01,        +3.883863143317e-11,        +5.073287783989e-01,        +1.484750693543e-11,        +1.922383627591e-01,        +1.212162644300e-11,        +1.583384817798e-01,        +5.297139490460e-12,        +6.858480870769e-02,        +5.822695833383e-12,        +7.605883768642e-02,        +4.891533286622e-12,        +6.333321509740e-02,        +5.635023604868e-12,        +7.360737328311e-02,        +1.491430488198e-11,        +1.931032303720e-01,        +1.210040702420e-11,        +1.580613035833e-01,        +8.551968436442e-14,        +1.107267649538e-03,        +5.847042853558e-13,        +7.637687010793e-03
 2.41017500e+00,        +7.724594443281e-11,        +7.656589755179e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.133286186087e-13,        +2.761680502130e-03,        +9.034390510741e-13,        +1.179949664226e-02,        +2.133286186087e-13,        +2.761680502130e-03,        +9.034390510741e-13,        +1.179949664226e-02,        +1.292896683862e-13,        +1.673740535320e-03,        +5.489469071202e-13,        +7.169600627341e-03,        +3.685832202212e-11,        +4.771554324665e-01,        +3.884093059074e-11,        +5.072876023490e-01,        +1.485076989647e-11,        +1.922530691484e-01,        +1.212427128153e-11,        +1.583508019786e-01,        +5.298449255486e-12,        +6.859194090241e-02,        +5.824098603644e-12,        +7.606648377242e-02,        +4.892639054464e-12,        +6.333845861280e-02,        +5.636331368375e-12,        +7.361412258718e-02,        +1.491760829112e-11,        +1.931183365115e-01,        +1.210304194167e-11,        +1.580735331089e-01,        +8.553762614556e-14,        +1.107341320941e-03,        +5.848378076300e-13,        +7.638358934335e-03
 2.41018000e+00,        +7.725701238858e-11,        +7.657664748881e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.133837786304e-13,        +2.761998840404e-03,        +9.036396036382e-13,        +1.180045919052e-02,        +2.133837786304e-13,        +2.761998840404e-03,        +9.036396036382e-13,        +1.180045919052e-02,        +1.293208399504e-13,        +1.673904231501e-03,        +5.490696613710e-13,        +7.170197173378e-03,        +3.686030066274e-11,        +4.771126856076e-01,        +3.884323056787e-11,        +5.072464235724e-01,        +1.485403397132e-11,        +1.922677762454e-01,        +1.212691703555e-11,        +1.583631228740e-01,        +5.299759538365e-12,        +6.859907436893e-02,        +5.825501898175e-12,        +7.607413081156e-02,        +4.893745175181e-12,        +6.334370206508e-02,        +5.637639579296e-12,        +7.362087221329e-02,        +1.492091284847e-11,        +1.931334436467e-01,        +1.210567776702e-11,        +1.580857632713e-01,        +8.555557393344e-14,        +1.107414994294e-03,        +5.849713758879e-13,        +7.639030893503e-03
 2.41018500e+00,        +7.726808416216e-11,        +7.658740119955e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.134389587688e-13,        +2.762317211346e-03,        +9.038402253445e-13,        +1.180142178985e-02,        +2.134389587688e-13,        +2.762317211346e-03,        +9.038402253445e-13,        +1.180142178985e-02,        +1.293520225961e-13,        +1.674067941489e-03,        +5.491924579016e-13,        +7.170793750667e-03,        +3.686227994975e-11,        +4.770699357886e-01,        +3.884553136492e-11,        +5.072052420698e-01,        +1.485729916047e-11,        +1.922824840498e-01,        +1.212956370547e-11,        +1.583754444660e-01,        +5.301070339403e-12,        +6.860620910799e-02,        +5.826905717250e-12,        +7.608177880416e-02,        +4.894851648885e-12,        +6.334894545350e-02,        +5.638948237819e-12,        +7.362762216107e-02,        +1.492421855456e-11,        +1.931485517777e-01,        +1.210831450070e-11,        +1.580979940702e-01,        +8.557352773083e-14,        +1.107488669594e-03,        +5.851049901507e-13,        +7.639702888288e-03
 2.41019000e+00,        +7.727915975530e-11,        +7.659815868577e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.134941590338e-13,        +2.762635614955e-03,        +9.040409162249e-13,        +1.180238444025e-02,        +2.134941590338e-13,        +2.762635614955e-03,        +9.040409162249e-13,        +1.180238444025e-02,        +1.293832163288e-13,        +1.674231665283e-03,        +5.493152967316e-13,        +7.171390359200e-03,        +3.686425988345e-11,        +4.770271830100e-01,        +3.884783298227e-11,        +5.071640578416e-01,        +1.486056546442e-11,        +1.922971925611e-01,        +1.213221129173e-11,        +1.583877667543e-01,        +5.302381658901e-12,        +6.861334512035e-02,        +5.828310061146e-12,        +7.608942775054e-02,        +4.895958475691e-12,        +6.335418877733e-02,        +5.640257344131e-12,        +7.363437243014e-02,        +1.492752540993e-11,        +1.931636609042e-01,        +1.211095214310e-11,        +1.581102255053e-01,        +8.559148754049e-14,        +1.107562346841e-03,        +5.852386504398e-13,        +7.640374918680e-03
