        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.43042000e+00,        +1.976985462435e-10,        +1.954309981099e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.373601184640e-13,        +4.235540090581e-03,        +3.115399357177e-12,        +1.594117303451e-02,        +8.373601184640e-13,        +4.235540090581e-03,        +3.115399357177e-12,        +1.594117303451e-02,        +4.748345593759e-13,        +2.401811082571e-03,        +1.894343180719e-12,        +9.693156147388e-03,        +5.720735832852e-11,        +2.893666110122e-01,        +6.443829231182e-11,        +3.297240096761e-01,        +5.098237036146e-11,        +2.578793386708e-01,        +4.094721631343e-11,        +2.095226279835e-01,        +1.746072479922e-11,        +8.831994534606e-02,        +2.034889566436e-11,        +1.041231731975e-01,        +2.006229011286e-11,        +1.014791989828e-01,        +2.156887413335e-11,        +1.103656755681e-01,        +5.039999877833e-11,        +2.549335831546e-01,        +4.108179179966e-11,        +2.102112366870e-01,        +2.736091852918e-13,        +1.383971660342e-03,        +2.036185349424e-12,        +1.041894770592e-02
 2.43042500e+00,        +1.977712756658e-10,        +1.955029210459e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.377482658490e-13,        +4.235945098847e-03,        +3.116721283354e-12,        +1.594207015772e-02,        +8.377482658490e-13,        +4.235945098847e-03,        +3.116721283354e-12,        +1.594207015772e-02,        +4.750465943098e-13,        +2.401999950249e-03,        +1.895149343485e-12,        +9.693713696686e-03,        +5.721940963880e-11,        +2.893211334466e-01,        +6.445371896463e-11,        +3.296816161099e-01,        +5.100382846931e-11,        +2.578930044195e-01,        +4.096468638595e-11,        +2.095349070326e-01,        +1.746994512076e-11,        +8.833408725281e-02,        +2.035862769707e-11,        +1.041346471355e-01,        +2.006976845694e-11,        +1.014796935975e-01,        +2.157778959758e-11,        +1.103706762137e-01,        +5.042180784979e-11,        +2.549501067840e-01,        +4.109916861488e-11,        +2.102227853937e-01,        +2.737212699993e-13,        +1.384029450575e-03,        +2.037059158976e-12,        +1.041958426031e-02
 2.43043000e+00,        +1.978440534898e-10,        +1.955748920879e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.381366824839e-13,        +4.236350133856e-03,        +3.118044078376e-12,        +1.594296714209e-02,        +8.381366824839e-13,        +4.236350133856e-03,        +3.118044078376e-12,        +1.594296714209e-02,        +4.752587741681e-13,        +2.402188823900e-03,        +1.895956039054e-12,        +9.694271175679e-03,        +5.723146884855e-11,        +2.892756584747e-01,        +6.446915586417e-11,        +3.296392250351e-01,        +5.102530111670e-11,        +2.579066705148e-01,        +4.098216787784e-11,        +2.095471838963e-01,        +1.747916957776e-11,        +8.834821805076e-02,        +2.036836537132e-11,        +1.041461158632e-01,        +2.007725430549e-11,        +1.014802009530e-01,        +2.158671228140e-11,        +1.103756829465e-01,        +5.044363075543e-11,        +2.549666258129e-01,        +4.111655702435e-11,        +2.102343331774e-01,        +2.738334291592e-13,        +1.384087236028e-03,        +2.037933551407e-12,        +1.042022076377e-02
 2.43043500e+00,        +1.979168797537e-10,        +1.956469112739e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.385253685887e-13,        +4.236755195576e-03,        +3.119367742910e-12,        +1.594386398742e-02,        +8.385253685887e-13,        +4.236755195576e-03,        +3.119367742910e-12,        +1.594386398742e-02,        +4.754710990680e-13,        +2.402377703507e-03,        +1.896763267845e-12,        +9.694828584283e-03,        +5.724353596284e-11,        +2.892301860967e-01,        +6.448460301807e-11,        +3.295968364550e-01,        +5.104678831472e-11,        +2.579203369528e-01,        +4.099966079881e-11,        +2.095594585770e-01,        +1.748839817945e-11,        +8.836233777136e-02,        +2.037810869439e-11,        +1.041575793950e-01,        +2.008474765782e-11,        +1.014807210119e-01,        +2.159564218743e-11,        +1.103806957483e-01,        +5.046546750837e-11,        +2.549831402515e-01,        +4.113395703725e-11,        +2.102458800367e-01,        +2.739456628305e-13,        +1.384145016693e-03,        +2.038808527187e-12,        +1.042085721626e-02
 2.43044000e+00,        +1.979897544960e-10,        +1.957189786420e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.389143243697e-13,        +4.237160283901e-03,        +3.120692277678e-12,        +1.594476069378e-02,        +8.389143243697e-13,        +4.237160283901e-03,        +3.120692277678e-12,        +1.594476069378e-02,        +4.756835691206e-13,        +2.402566589021e-03,        +1.897571030288e-12,        +9.695385922481e-03,        +5.725561098736e-11,        +2.891847163158e-01,        +6.450006043438e-11,        +3.295544503752e-01,        +5.106829007429e-11,        +2.579340037281e-01,        +4.101716515860e-11,        +2.095717310768e-01,        +1.749763093513e-11,        +8.837644644629e-02,        +2.038785767349e-11,        +1.041690377445e-01,        +2.009224851299e-11,        +1.014812537353e-01,        +2.160457931808e-11,        +1.103857145995e-01,        +5.048731812167e-11,        +2.549996501091e-01,        +4.115136866276e-11,        +2.102574259700e-01,        +2.740579710677e-13,        +1.384202792540e-03,        +2.039684086770e-12,        +1.042149361765e-02
 2.43044500e+00,        +1.980626777551e-10,        +1.957910942306e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.393035500518e-13,        +4.237565398816e-03,        +3.122017683341e-12,        +1.594565726091e-02,        +8.393035500518e-13,        +4.237565398816e-03,        +3.122017683341e-12,        +1.594565726091e-02,        +4.758961844452e-13,        +2.402755480432e-03,        +1.898379326802e-12,        +9.695943190170e-03,        +5.726769392722e-11,        +2.891392491322e-01,        +6.451552812073e-11,        +3.295120667988e-01,        +5.108980640695e-11,        +2.579476708384e-01,        +4.103468096678e-11,        +2.095840013971e-01,        +1.750686785175e-11,        +8.839054409533e-02,        +2.039761231489e-11,        +1.041804909209e-01,        +2.009975687283e-11,        +1.014817990984e-01,        +2.161352367724e-11,        +1.103907394878e-01,        +5.050918260793e-11,        +2.550161553929e-01,        +4.116879191022e-11,        +2.102689709764e-01,        +2.741703539314e-13,        +1.384260563570e-03,        +2.040560230633e-12,        +1.042212996792e-02
 2.43045000e+00,        +1.981356495683e-10,        +1.958632580768e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.396930458378e-13,        +4.237970540219e-03,        +3.123343960593e-12,        +1.594655368884e-02,        +8.396930458378e-13,        +4.237970540219e-03,        +3.123343960593e-12,        +1.594655368884e-02,        +4.761089451507e-13,        +2.402944377693e-03,        +1.899188157803e-12,        +9.696500387317e-03,        +5.727978478778e-11,        +2.890937845490e-01,        +6.453100608488e-11,        +3.294696857313e-01,        +5.111133732320e-11,        +2.579613382779e-01,        +4.105220823291e-11,        +2.095962695403e-01,        +1.751610893940e-11,        +8.840463075454e-02,        +2.040737262613e-11,        +1.041919389400e-01,        +2.010727273533e-11,        +1.014823570576e-01,        +2.162247526676e-11,        +1.103957703914e-01,        +5.053106098016e-11,        +2.550326561134e-01,        +4.118622678853e-11,        +2.102805150539e-01,        +2.742828114753e-13,        +1.384318329755e-03,        +2.041436959219e-12,        +1.042276626696e-02
 2.43045500e+00,        +1.982086699753e-10,        +1.959354702200e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.400828119538e-13,        +4.238375708077e-03,        +3.124671110136e-12,        +1.594744997742e-02,        +8.400828119538e-13,        +4.238375708077e-03,        +3.124671110136e-12,        +1.594744997742e-02,        +4.763218513578e-13,        +2.403133280785e-03,        +1.899997523727e-12,        +9.697057513852e-03,        +5.729188357451e-11,        +2.890483225665e-01,        +6.454649433483e-11,        +3.294273071759e-01,        +5.113288283475e-11,        +2.579750060435e-01,        +4.106974696691e-11,        +2.096085355081e-01,        +1.752535420598e-11,        +8.841870644793e-02,        +2.041713861395e-11,        +1.042033818125e-01,        +2.011479610154e-11,        +1.014829275835e-01,        +2.163143409019e-11,        +1.104008072959e-01,        +5.055295325148e-11,        +2.550491522786e-01,        +4.120367330725e-11,        +2.102920582015e-01,        +2.743953437598e-13,        +1.384376091086e-03,        +2.042314273014e-12,        +1.042340251472e-02
 2.43046000e+00,        +1.982817390141e-10,        +1.960077306980e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.404728486152e-13,        +4.238780902337e-03,        +3.125999132644e-12,        +1.594834612651e-02,        +8.404728486152e-13,        +4.238780902337e-03,        +3.125999132644e-12,        +1.594834612651e-02,        +4.765349031813e-13,        +2.403322189682e-03,        +1.900807424992e-12,        +9.697614569703e-03,        +5.730399029267e-11,        +2.890028631865e-01,        +6.456199287828e-11,        +3.293849311370e-01,        +5.115444295271e-11,        +2.579886741313e-01,        +4.108729717834e-11,        +2.096207993023e-01,        +1.753460365972e-11,        +8.843277120174e-02,        +2.042691028515e-11,        +1.042148195503e-01,        +2.012232697173e-11,        +1.014835106439e-01,        +2.164040015058e-11,        +1.104058501852e-01,        +5.057485943464e-11,        +2.550656438970e-01,        +4.122113147554e-11,        +2.103036004179e-01,        +2.745079508427e-13,        +1.384433847553e-03,        +2.043192172478e-12,        +1.042403871114e-02
 2.43046500e+00,        +1.983548567221e-10,        +1.960800395481e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.408631560297e-13,        +4.239186122917e-03,        +3.127328028803e-12,        +1.594924213607e-02,        +8.408631560297e-13,        +4.239186122917e-03,        +3.127328028803e-12,        +1.594924213607e-02,        +4.767481007324e-13,        +2.403511104345e-03,        +1.901617862013e-12,        +9.698171554818e-03,        +5.731610494753e-11,        +2.889574064114e-01,        +6.457750172293e-11,        +3.293425576196e-01,        +5.117601768778e-11,        +2.580023425364e-01,        +4.110485887673e-11,        +2.096330609248e-01,        +1.754385730994e-11,        +8.844682504806e-02,        +2.043668764692e-11,        +1.042262521673e-01,        +2.012986534482e-11,        +1.014841061997e-01,        +2.164937345027e-11,        +1.104108990398e-01,        +5.059677954252e-11,        +2.550821309780e-01,        +4.123860130237e-11,        +2.103151417014e-01,        +2.746206327790e-13,        +1.384491599133e-03,        +2.044070658064e-12,        +1.042467485612e-02
 2.43047000e+00,        +1.984280231391e-10,        +1.961523968098e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.412537344202e-13,        +4.239591369765e-03,        +3.128657799326e-12,        +1.595013800601e-02,        +8.412537344202e-13,        +4.239591369765e-03,        +3.128657799326e-12,        +1.595013800601e-02,        +4.769614441303e-13,        +2.403700024749e-03,        +1.902428835230e-12,        +9.698728469144e-03,        +5.732822754470e-11,        +2.889119522423e-01,        +6.459302087690e-11,        +3.293001866274e-01,        +5.119760705156e-11,        +2.580160112549e-01,        +4.112243207206e-11,        +2.096453203777e-01,        +1.755311516501e-11,        +8.846086801310e-02,        +2.044647070624e-11,        +1.042376796755e-01,        +2.013741122132e-11,        +1.014847142190e-01,        +2.165835399253e-11,        +1.104159538439e-01,        +5.061871358835e-11,        +2.550986135303e-01,        +4.125608279730e-11,        +2.103266820507e-01,        +2.747333896283e-13,        +1.384549345813e-03,        +2.044949730252e-12,        +1.042531094960e-02
 2.43047500e+00,        +1.985012383033e-10,        +1.962248025212e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.416445839997e-13,        +4.239996642810e-03,        +3.129988444907e-12,        +1.595103373626e-02,        +8.416445839997e-13,        +4.239996642810e-03,        +3.129988444907e-12,        +1.595103373626e-02,        +4.771749334889e-13,        +2.403888950858e-03,        +1.903240345066e-12,        +9.699285312625e-03,        +5.734035808960e-11,        +2.888665006814e-01,        +6.460855034800e-11,        +3.292578181651e-01,        +5.121921105513e-11,        +2.580296802828e-01,        +4.114001677395e-11,        +2.096575776628e-01,        +1.756237723347e-11,        +8.847490012447e-02,        +2.045625946999e-11,        +1.042491020868e-01,        +2.014496460119e-11,        +1.014853346678e-01,        +2.166734178024e-11,        +1.104210145804e-01,        +5.064066158497e-11,        +2.551150915623e-01,        +4.127357596952e-11,        +2.103382214645e-01,        +2.748462214474e-13,        +1.384607087576e-03,        +2.045829389504e-12,        +1.042594699150e-02
 2.43048000e+00,        +1.985745022535e-10,        +1.962972567208e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.420357049927e-13,        +4.240401942026e-03,        +3.131319966222e-12,        +1.595192932663e-02,        +8.420357049927e-13,        +4.240401942026e-03,        +3.131319966222e-12,        +1.595192932663e-02,        +4.773885689277e-13,        +2.404077882659e-03,        +1.904052391945e-12,        +9.699842085176e-03,        +5.735249658738e-11,        +2.888210517288e-01,        +6.462409014401e-11,        +3.292154522359e-01,        +5.124082970979e-11,        +2.580433496158e-01,        +4.115761299227e-11,        +2.096698327822e-01,        +1.757164352452e-11,        +8.848892141293e-02,        +2.046605394553e-11,        +1.042605194154e-01,        +2.015252548393e-11,        +1.014859675096e-01,        +2.167633681620e-11,        +1.104260812316e-01,        +5.066262354568e-11,        +2.551315650838e-01,        +4.129108082835e-11,        +2.103497599412e-01,        +2.749591282965e-13,        +1.384664824416e-03,        +2.046709636297e-12,        +1.042658298179e-02
