        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.41674000e+00,        +3.125856310900e-09,        +3.062744484747e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.246619602115e-11,        +7.187213290264e-03,        +3.023503165341e-11,        +9.871875307908e-03
 2.41676000e+00,        +3.101738376536e-09,        +3.038641044283e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.230118686979e-11,        +7.189899392708e-03,        +2.999827966950e-11,        +9.872268304263e-03
 2.41678000e+00,        +3.077917351169e-09,        +3.014834441843e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.213813993885e-11,        +7.192571278902e-03,        +2.976448003939e-11,        +9.872674806378e-03
 2.41680000e+00,        +3.054388389009e-09,        +2.991319832086e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.197702380826e-11,        +7.195228965427e-03,        +2.953358422345e-11,        +9.873094781328e-03
 2.41682000e+00,        +3.031146742420e-09,        +2.968092467824e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.181780768680e-11,        +7.197872469013e-03,        +2.930554466979e-11,        +9.873528196133e-03
 2.41684000e+00,        +3.008187759557e-09,        +2.945147697660e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.166046139709e-11,        +7.200501806535e-03,        +2.908031479031e-11,        +9.873975017760e-03
 2.41686000e+00,        +2.985506882060e-09,        +2.922480963679e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.150495536090e-11,        +7.203116995014e-03,        +2.885784893743e-11,        +9.874435213122e-03
 2.41688000e+00,        +2.963099642818e-09,        +2.900087799218e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.135126058499e-11,        +7.205718051616e-03,        +2.863810238159e-11,        +9.874908749077e-03
 2.41690000e+00,        +2.940961663787e-09,        +2.877963826679e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.119934864721e-11,        +7.208304993649e-03,        +2.842103128917e-11,        +9.875395592433e-03
 2.41692000e+00,        +2.919088653884e-09,        +2.856104755423e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.104919168310e-11,        +7.210877838566e-03,        +2.820659270124e-11,        +9.875895709947e-03
 2.41694000e+00,        +2.897476406921e-09,        +2.834506379705e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.090076237279e-11,        +7.213436603957e-03,        +2.799474451274e-11,        +9.876409068323e-03
 2.41696000e+00,        +2.876120799603e-09,        +2.813164576674e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.075403392822e-11,        +7.215981307559e-03,        +2.778544545227e-11,        +9.876935634217e-03
 2.41698000e+00,        +2.855017789590e-09,        +2.792075304430e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.060898008085e-11,        +7.218511967242e-03,        +2.757865506251e-11,        +9.877475374235e-03
 2.41700000e+00,        +2.834163413592e-09,        +2.771234600123e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.046557506951e-11,        +7.221028601020e-03,        +2.737433368107e-11,        +9.878028254934e-03
 2.41702000e+00,        +2.813553785532e-09,        +2.750638578117e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.032379362875e-11,        +7.223531227042e-03,        +2.717244242188e-11,        +9.878594242825e-03
 2.41704000e+00,        +2.793185094757e-09,        +2.730283428193e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.018361097740e-11,        +7.226019863593e-03,        +2.697294315717e-11,        +9.879173304370e-03
 2.41706000e+00,        +2.773053604283e-09,        +2.710165413806e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.004500280745e-11,        +7.228494529097e-03,        +2.677579849982e-11,        +9.879765405986e-03
 2.41708000e+00,        +2.753155649110e-09,        +2.690280870388e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.990794527328e-11,        +7.230955242109e-03,        +2.658097178628e-11,        +9.880370514044e-03
 2.41710000e+00,        +2.733487634559e-09,        +2.670626203692e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.977241498107e-11,        +7.233402021321e-03,        +2.638842705985e-11,        +9.880988594871e-03
 2.41712000e+00,        +2.714046034668e-09,        +2.651197888188e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.963838897865e-11,        +7.235834885555e-03,        +2.619812905450e-11,        +9.881619614749e-03
 2.41714000e+00,        +2.694827390626e-09,        +2.631992465494e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.950584474544e-11,        +7.238253853767e-03,        +2.601004317909e-11,        +9.882263539916e-03
 2.41716000e+00,        +2.675828309249e-09,        +2.613006542852e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.937476018277e-11,        +7.240658945044e-03,        +2.582413550194e-11,        +9.882920336569e-03
 2.41718000e+00,        +2.657045461495e-09,        +2.594236791645e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.924511360443e-11,        +7.243050178601e-03,        +2.564037273594e-11,        +9.883589970863e-03
 2.41720000e+00,        +2.638475581015e-09,        +2.575679945948e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.911688372745e-11,        +7.245427573785e-03,        +2.545872222392e-11,        +9.884272408910e-03
 2.41722000e+00,        +2.620115462754e-09,        +2.557332801127e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.899004966310e-11,        +7.247791150067e-03,        +2.527915192448e-11,        +9.884967616784e-03
 2.41724000e+00,        +2.601961961571e-09,        +2.539192212458e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.886459090821e-11,        +7.250140927049e-03,        +2.510163039815e-11,        +9.885675560518e-03
 2.41726000e+00,        +2.584011990906e-09,        +2.521255093801e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.874048733657e-11,        +7.252476924457e-03,        +2.492612679397e-11,        +9.886396206105e-03
 2.41728000e+00,        +2.566262521484e-09,        +2.503518416293e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.861771919070e-11,        +7.254799162142e-03,        +2.475261083634e-11,        +9.887129519502e-03
 2.41730000e+00,        +2.548710580039e-09,        +2.485979207082e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.849626707373e-11,        +7.257107660080e-03,        +2.458105281224e-11,        +9.887875466625e-03
 2.41732000e+00,        +2.531353248086e-09,        +2.468634548093e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.837611194154e-11,        +7.259402438371e-03,        +2.441142355883e-11,        +9.888634013357e-03
 2.41734000e+00,        +2.514187660716e-09,        +2.451481574825e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.825723509506e-11,        +7.261683517235e-03,        +2.424369445125e-11,        +9.889405125543e-03
 2.41736000e+00,        +2.497211005418e-09,        +2.434517475173e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.813961817279e-11,        +7.263950917016e-03,        +2.407783739087e-11,        +9.890188768991e-03
 2.41738000e+00,        +2.480420520945e-09,        +2.417739488293e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.802324314352e-11,        +7.266204658175e-03,        +2.391382479375e-11,        +9.890984909477e-03
 2.41740000e+00,        +2.463813496190e-09,        +2.401144903480e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.790809229919e-11,        +7.268444761295e-03,        +2.375162957939e-11,        +9.891793512741e-03
 2.41742000e+00,        +2.447387269111e-09,        +2.384731059089e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.779414824799e-11,        +7.270671247077e-03,        +2.359122515984e-11,        +9.892614544490e-03
 2.41744000e+00,        +2.431139225660e-09,        +2.368495341470e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.768139390753e-11,        +7.272884136339e-03,        +2.343258542896e-11,        +9.893447970398e-03
 2.41746000e+00,        +2.415066798760e-09,        +2.352435183939e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.756981249834e-11,        +7.275083450016e-03,        +2.327568475210e-11,        +9.894293756109e-03
 2.41748000e+00,        +2.399167467296e-09,        +2.336548065774e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.745938753736e-11,        +7.277269209157e-03,        +2.312049795592e-11,        +9.895151867233e-03
 2.41750000e+00,        +2.383438755131e-09,        +2.320831511225e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.735010283171e-11,        +7.279441434927e-03,        +2.296700031849e-11,        +9.896022269350e-03
 2.41752000e+00,        +2.367878230151e-09,        +2.305283088566e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.724194247254e-11,        +7.281600148604e-03,        +2.281516755969e-11,        +9.896904928011e-03
 2.41754000e+00,        +2.352483503331e-09,        +2.289900409157e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.713489082911e-11,        +7.283745371580e-03,        +2.266497583178e-11,        +9.897799808737e-03
 2.41756000e+00,        +2.337252227826e-09,        +2.274681126533e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.702893254291e-11,        +7.285877125358e-03,        +2.251640171024e-11,        +9.898706877021e-03
 2.41758000e+00,        +2.322182098078e-09,        +2.259622935516e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.692405252202e-11,        +7.287995431550e-03,        +2.236942218481e-11,        +9.899626098327e-03
 2.41760000e+00,        +2.307270848955e-09,        +2.244723571351e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.682023593556e-11,        +7.290100311879e-03,        +2.222401465080e-11,        +9.900557438093e-03
 2.41762000e+00,        +2.292516254902e-09,        +2.229980808857e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.671746820826e-11,        +7.292191788179e-03,        +2.208015690053e-11,        +9.901500861729e-03
 2.41764000e+00,        +2.277916129115e-09,        +2.215392461601e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.661573501521e-11,        +7.294269882389e-03,        +2.193782711506e-11,        +9.902456334620e-03
 2.41766000e+00,        +2.263468322741e-09,        +2.200956381101e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.651502227669e-11,        +7.296334616556e-03,        +2.179700385606e-11,        +9.903423822127e-03
 2.41768000e+00,        +2.249170724087e-09,        +2.186670456030e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.641531615315e-11,        +7.298386012832e-03,        +2.165766605793e-11,        +9.904403289583e-03
 2.41770000e+00,        +2.235021257856e-09,        +2.172532611454e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.631660304029e-11,        +7.300424093477e-03,        +2.151979302007e-11,        +9.905394702301e-03
 2.41772000e+00,        +2.221017884398e-09,        +2.158540808086e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.621886956427e-11,        +7.302448880852e-03,        +2.138336439933e-11,        +9.906398025568e-03
 2.41774000e+00,        +2.207158598978e-09,        +2.144693041550e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.612210257706e-11,        +7.304460397422e-03,        +2.124836020267e-11,        +9.907413224649e-03
 2.41776000e+00,        +2.193441431067e-09,        +2.130987341674e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.602628915185e-11,        +7.306458665756e-03,        +2.111476078000e-11,        +9.908440264788e-03
 2.41778000e+00,        +2.179864443639e-09,        +2.117421771785e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.593141657854e-11,        +7.308443708521e-03,        +2.098254681712e-11,        +9.909479111207e-03
 2.41780000e+00,        +2.166425732497e-09,        +2.103994428039e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.583747235949e-11,        +7.310415548488e-03,        +2.085169932896e-11,        +9.910529729107e-03
 2.41782000e+00,        +2.153123425608e-09,        +2.090703438751e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.574444420518e-11,        +7.312374208524e-03,        +2.072219965283e-11,        +9.911592083670e-03
 2.41784000e+00,        +2.139955682451e-09,        +2.077546963748e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.565232003010e-11,        +7.314319711598e-03,        +2.059402944192e-11,        +9.912666140058e-03
 2.41786000e+00,        +2.126920693388e-09,        +2.064523193734e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.556108794864e-11,        +7.316252080773e-03,        +2.046717065895e-11,        +9.913751863415e-03
 2.41788000e+00,        +2.114016679045e-09,        +2.051630349678e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.547073627120e-11,        +7.318171339211e-03,        +2.034160556991e-11,        +9.914849218865e-03
 2.41790000e+00,        +2.101241889705e-09,        +2.038866682203e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.538125350026e-11,        +7.320077510168e-03,        +2.021731673802e-11,        +9.915958171517e-03
 2.41792000e+00,        +2.088594604722e-09,        +2.026230470998e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.529262832660e-11,        +7.321970616998e-03,        +2.009428701779e-11,        +9.917078686462e-03
