        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.42070000e+00,        +3.985261031456e-09,        +3.919579170303e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.419064173185e-12,        +2.363474838622e-03,        +5.422581336628e-11,        +1.383460086152e-02
 2.42072000e+00,        +4.005312707351e-09,        +3.939627994518e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.469371745092e-12,        +2.364202856799e-03,        +5.451504261859e-11,        +1.383761174772e-02
 2.42074000e+00,        +4.025517916460e-09,        +3.959830400531e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.520068905215e-12,        +2.364930203462e-03,        +5.480651546006e-11,        +1.384062192479e-02
 2.42076000e+00,        +4.045878209481e-09,        +3.980187939918e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.571159609673e-12,        +2.365656876978e-03,        +5.510025471143e-11,        +1.384363139208e-02
 2.42078000e+00,        +4.066395156458e-09,        +4.000702183612e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.622647864112e-12,        +2.366382875710e-03,        +5.539628347948e-11,        +1.384664014892e-02
 2.42080000e+00,        +4.087070347068e-09,        +4.021374722197e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.674537724444e-12,        +2.367108198024e-03,        +5.569462516128e-11,        +1.384964819465e-02
 2.42082000e+00,        +4.107905390921e-09,        +4.042207166201e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.726833297587e-12,        +2.367832842276e-03,        +5.599530344867e-11,        +1.385265552861e-02
 2.42084000e+00,        +4.128901917837e-09,        +4.063201146378e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.779538742228e-12,        +2.368556806830e-03,        +5.629834233231e-11,        +1.385566215015e-02
 2.42086000e+00,        +4.150061578166e-09,        +4.084358314029e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.832658269606e-12,        +2.369280090044e-03,        +5.660376610652e-11,        +1.385866805860e-02
 2.42088000e+00,        +4.171386043080e-09,        +4.105680341290e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.886196144268e-12,        +2.370002690273e-03,        +5.691159937358e-11,        +1.386167325333e-02
 2.42090000e+00,        +4.192877004895e-09,        +4.127168921457e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.940156684897e-12,        +2.370724605872e-03,        +5.722186704843e-11,        +1.386467773367e-02
 2.42092000e+00,        +4.214536177379e-09,        +4.148825769296e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.994544265109e-12,        +2.371445835192e-03,        +5.753459436340e-11,        +1.386768149899e-02
 2.42094000e+00,        +4.236365296076e-09,        +4.170652621364e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.004936331429e-11,        +2.372166376587e-03,        +5.784980687286e-11,        +1.387068454863e-02
 2.42096000e+00,        +4.258366118641e-09,        +4.192651236345e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.010461831843e-11,        +2.372886228404e-03,        +5.816753045829e-11,        +1.387368688195e-02
 2.42098000e+00,        +4.280540425160e-09,        +4.214823395369e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.016031382096e-11,        +2.373605388993e-03,        +5.848779133296e-11,        +1.387668849832e-02
 2.42100000e+00,        +4.302890018500e-09,        +4.237170902370e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.021645442366e-11,        +2.374323856696e-03,        +5.881061604725e-11,        +1.387968939708e-02
 2.42102000e+00,        +4.325416724648e-09,        +4.259695584414e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027304478754e-11,        +2.375041629862e-03,        +5.913603149353e-11,        +1.388268957761e-02
 2.42104000e+00,        +4.348122393067e-09,        +4.282399292062e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033008963369e-11,        +2.375758706830e-03,        +5.946406491157e-11,        +1.388568903927e-02
 2.42106000e+00,        +4.371008897042e-09,        +4.305283899717e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.038759374425e-11,        +2.376475085942e-03,        +5.979474389356e-11,        +1.388868778143e-02
 2.42108000e+00,        +4.394078134061e-09,        +4.328351305999e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.044556196333e-11,        +2.377190765536e-03,        +6.012809638988e-11,        +1.389168580345e-02
 2.42110000e+00,        +4.417332026166e-09,        +4.351603434106e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.050399919796e-11,        +2.377905743952e-03,        +6.046415071426e-11,        +1.389468310471e-02
 2.42112000e+00,        +4.440772520339e-09,        +4.375042232192e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.056291041902e-11,        +2.378620019522e-03,        +6.080293554950e-11,        +1.389767968458e-02
 2.42114000e+00,        +4.464401588884e-09,        +4.398669673754e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.062230066227e-11,        +2.379333590581e-03,        +6.114447995320e-11,        +1.390067554244e-02
 2.42116000e+00,        +4.488221229817e-09,        +4.422487758017e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.068217502935e-11,        +2.380046455461e-03,        +6.148881336347e-11,        +1.390367067766e-02
 2.42118000e+00,        +4.512233467257e-09,        +4.446498510334e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.074253868875e-11,        +2.380758612492e-03,        +6.183596560477e-11,        +1.390666508964e-02
 2.42120000e+00,        +4.536440351832e-09,        +4.470703982584e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.080339687687e-11,        +2.381470060002e-03,        +6.218596689403e-11,        +1.390965877774e-02
 2.42122000e+00,        +4.560843961094e-09,        +4.495106253591e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.086475489911e-11,        +2.382180796317e-03,        +6.253884784663e-11,        +1.391265174136e-02
 2.42124000e+00,        +4.585446399925e-09,        +4.519707429533e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.092661813090e-11,        +2.382890819765e-03,        +6.289463948262e-11,        +1.391564397988e-02
 2.42126000e+00,        +4.610249800978e-09,        +4.544509644378e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.098899201878e-11,        +2.383600128664e-03,        +6.325337323316e-11,        +1.391863549270e-02
 2.42128000e+00,        +4.635256325093e-09,        +4.569515060304e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.105188208156e-11,        +2.384308721339e-03,        +6.361508094674e-11,        +1.392162627920e-02
 2.42130000e+00,        +4.660468161752e-09,        +4.594725868151e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.111529391141e-11,        +2.385016596108e-03,        +6.397979489589e-11,        +1.392461633878e-02
 2.42132000e+00,        +4.685887529516e-09,        +4.620144287864e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.117923317504e-11,        +2.385723751290e-03,        +6.434754778377e-11,        +1.392760567084e-02
 2.42134000e+00,        +4.711516676490e-09,        +4.645772568953e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.124370561484e-11,        +2.386430185198e-03,        +6.471837275098e-11,        +1.393059427478e-02
 2.42136000e+00,        +4.737357880778e-09,        +4.671612990953e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.130871705010e-11,        +2.387135896147e-03,        +6.509230338241e-11,        +1.393358214999e-02
 2.42138000e+00,        +4.763413450963e-09,        +4.697667863897e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.137427337823e-11,        +2.387840882451e-03,        +6.546937371425e-11,        +1.393656929588e-02
 2.42140000e+00,        +4.789685726589e-09,        +4.723939528811e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.144038057595e-11,        +2.388545142417e-03,        +6.584961824135e-11,        +1.393955571187e-02
 2.42142000e+00,        +4.816177078645e-09,        +4.750430358183e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.150704470062e-11,        +2.389248674357e-03,        +6.623307192416e-11,        +1.394254139734e-02
 2.42144000e+00,        +4.842889910068e-09,        +4.777142756481e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.157427189146e-11,        +2.389951476575e-03,        +6.661977019648e-11,        +1.394552635173e-02
 2.42146000e+00,        +4.869826656253e-09,        +4.804079160651e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.164206837088e-11,        +2.390653547377e-03,        +6.700974897276e-11,        +1.394851057443e-02
 2.42148000e+00,        +4.896989785560e-09,        +4.831242040636e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.171044044582e-11,        +2.391354885066e-03,        +6.740304465591e-11,        +1.395149406488e-02
 2.42150000e+00,        +4.924381799860e-09,        +4.858633899910e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.177939450908e-11,        +2.392055487942e-03,        +6.779969414518e-11,        +1.395447682247e-02
 2.42152000e+00,        +4.952005235046e-09,        +4.886257276005e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.184893704071e-11,        +2.392755354306e-03,        +6.819973484395e-11,        +1.395745884664e-02
 2.42154000e+00,        +4.979862661605e-09,        +4.914114741066e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.191907460942e-11,        +2.393454482454e-03,        +6.860320466809e-11,        +1.396044013681e-02
 2.42156000e+00,        +5.007956685149e-09,        +4.942208902398e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.198981387401e-11,        +2.394152870683e-03,        +6.901014205393e-11,        +1.396342069241e-02
 2.42158000e+00,        +5.036289947006e-09,        +4.970542403045e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.206116158478e-11,        +2.394850517284e-03,        +6.942058596705e-11,        +1.396640051285e-02
 2.42160000e+00,        +5.064865124777e-09,        +4.999117922360e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.213312458510e-11,        +2.395547420551e-03,        +6.983457591051e-11,        +1.396937959758e-02
 2.42162000e+00,        +5.093684932934e-09,        +5.027938176591e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.220570981283e-11,        +2.396243578772e-03,        +7.025215193380e-11,        +1.397235794602e-02
 2.42164000e+00,        +5.122752123413e-09,        +5.057005919483e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.227892430193e-11,        +2.396938990238e-03,        +7.067335464163e-11,        +1.397533555762e-02
 2.42166000e+00,        +5.152069486228e-09,        +5.086323942891e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.235277518397e-11,        +2.397633653232e-03,        +7.109822520307e-11,        +1.397831243180e-02
 2.42168000e+00,        +5.181639850088e-09,        +5.115895077394e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.242726968976e-11,        +2.398327566040e-03,        +7.152680536071e-11,        +1.398128856801e-02
 2.42170000e+00,        +5.211466083029e-09,        +5.145722192934e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.250241515095e-11,        +2.399020726944e-03,        +7.195913744011e-11,        +1.398426396569e-02
 2.42172000e+00,        +5.241551093065e-09,        +5.175808199458e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.257821900174e-11,        +2.399713134226e-03,        +7.239526435939e-11,        +1.398723862429e-02
 2.42174000e+00,        +5.271897828834e-09,        +5.206156047577e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.265468878048e-11,        +2.400404786159e-03,        +7.283522963898e-11,        +1.399021254326e-02
 2.42176000e+00,        +5.302509280269e-09,        +5.236768729228e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.273183213146e-11,        +2.401095681027e-03,        +7.327907741145e-11,        +1.399318572204e-02
 2.42178000e+00,        +5.333388479290e-09,        +5.267649278369e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.280965680663e-11,        +2.401785817098e-03,        +7.372685243194e-11,        +1.399615816009e-02
 2.42180000e+00,        +5.364538500481e-09,        +5.298800771658e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.288817066741e-11,        +2.402475192648e-03,        +7.417860008810e-11,        +1.399912985687e-02
 2.42182000e+00,        +5.395962461801e-09,        +5.330226329164e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.296738168647e-11,        +2.403163805950e-03,        +7.463436641079e-11,        +1.400210081182e-02
 2.42184000e+00,        +5.427663525319e-09,        +5.361929115104e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.304729794958e-11,        +2.403851655268e-03,        +7.509419808497e-11,        +1.400507102443e-02
 2.42186000e+00,        +5.459644897928e-09,        +5.393912338556e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.312792765756e-11,        +2.404538738873e-03,        +7.555814246030e-11,        +1.400804049413e-02
 2.42188000e+00,        +5.491909832102e-09,        +5.426179254215e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.320927912811e-11,        +2.405225055025e-03,        +7.602624756246e-11,        +1.401100922042e-02
 2.42190000e+00,        +5.524461626658e-09,        +5.458733163161e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.329136079787e-11,        +2.405910601992e-03,        +7.649856210441e-11,        +1.401397720274e-02
 2.42192000e+00,        +5.557303627533e-09,        +5.491577413632e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.337418122434e-11,        +2.406595378032e-03,        +7.697513549805e-11,        +1.401694444058e-02
 2.42194000e+00,        +5.590439228568e-09,        +5.524715401811e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.345774908794e-11,        +2.407279381406e-03,        +7.745601786583e-11,        +1.401991093341e-02
 2.42196000e+00,        +5.623871872327e-09,        +5.558150572645e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.354207319406e-11,        +2.407962610368e-03,        +7.794126005298e-11,        +1.402287668070e-02
 2.42198000e+00,        +5.657605050904e-09,        +5.591886420652e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.362716247527e-11,        +2.408645063178e-03,        +7.843091363944e-11,        +1.402584168194e-02
 2.42200000e+00,        +5.691642306775e-09,        +5.625926490776e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.371302599332e-11,        +2.409326738084e-03,        +7.892503095267e-11,        +1.402880593660e-02
 2.42202000e+00,        +5.725987233639e-09,        +5.660274379230e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.379967294147e-11,        +2.410007633339e-03,        +7.942366508010e-11,        +1.403176944417e-02
 2.42204000e+00,        +5.760643477297e-09,        +5.694933734367e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.388711264668e-11,        +2.410687747194e-03,        +7.992686988217e-11,        +1.403473220414e-02
 2.42206000e+00,        +5.795614736535e-09,        +5.729908257578e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.397535457183e-11,        +2.411367077893e-03,        +8.043470000561e-11,        +1.403769421600e-02
 2.42208000e+00,        +5.830904764030e-09,        +5.765201704185e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.406440831819e-11,        +2.412045623682e-03,        +8.094721089679e-11,        +1.404065547924e-02
 2.42210000e+00,        +5.866517367267e-09,        +5.800817884370e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.415428362764e-11,        +2.412723382805e-03,        +8.146445881549e-11,        +1.404361599336e-02
 2.42212000e+00,        +5.902456409487e-09,        +5.836760664117e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.424499038519e-11,        +2.413400353502e-03,        +8.198650084894e-11,        +1.404657575785e-02
 2.42214000e+00,        +5.938725810636e-09,        +5.873033966162e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433653862139e-11,        +2.414076534012e-03,        +8.251339492600e-11,        +1.404953477222e-02
 2.42216000e+00,        +5.975329548344e-09,        +5.909641770978e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.442893851488e-11,        +2.414751922574e-03,        +8.304519983172e-11,        +1.405249303596e-02
 2.42218000e+00,        +6.012271658935e-09,        +5.946588117783e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.452220039490e-11,        +2.415426517416e-03,        +8.358197522242e-11,        +1.405545054860e-02
 2.42220000e+00,        +6.049556238400e-09,        +5.983877105513e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.461633474398e-11,        +2.416100316781e-03,        +8.412378164011e-11,        +1.405840730964e-02
 2.42222000e+00,        +6.087187443496e-09,        +6.021512893923e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.471135220052e-11,        +2.416773318890e-03,        +8.467068052896e-11,        +1.406136331858e-02
 2.42224000e+00,        +6.125169492741e-09,        +6.059499704583e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.480726356159e-11,        +2.417445521979e-03,        +8.522273425004e-11,        +1.406431857494e-02
 2.42226000e+00,        +6.163506667532e-09,        +6.097841821998e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.490407978562e-11,        +2.418116924271e-03,        +8.578000609804e-11,        +1.406727307825e-02
 2.42228000e+00,        +6.202203313212e-09,        +6.136543594675e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.500181199526e-11,        +2.418787523991e-03,        +8.634256031715e-11,        +1.407022682803e-02
 2.42230000e+00,        +6.241263840215e-09,        +6.175609436269e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.510047148026e-11,        +2.419457319360e-03,        +8.691046211810e-11,        +1.407317982379e-02
 2.42232000e+00,        +6.280692725188e-09,        +6.215043826708e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.520006970047e-11,        +2.420126308601e-03,        +8.748377769488e-11,        +1.407613206506e-02
 2.42234000e+00,        +6.320494512164e-09,        +6.254851313363e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.530061828870e-11,        +2.420794489933e-03,        +8.806257424227e-11,        +1.407908355138e-02
 2.42236000e+00,        +6.360673813751e-09,        +6.295036512244e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.540212905387e-11,        +2.421461861568e-03,        +8.864691997355e-11,        +1.408203428227e-02
 2.42238000e+00,        +6.401235312341e-09,        +6.335604109206e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.550461398415e-11,        +2.422128421722e-03,        +8.923688413845e-11,        +1.408498425727e-02
 2.42240000e+00,        +6.442183761336e-09,        +6.376558861177e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.560808525006e-11,        +2.422794168607e-03,        +8.983253704157e-11,        +1.408793347592e-02
 2.42242000e+00,        +6.483523986423e-09,        +6.417905597434e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.571255520776e-11,        +2.423459100432e-03,        +9.043395006118e-11,        +1.409088193777e-02
 2.42244000e+00,        +6.525260886837e-09,        +6.459649220872e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.581803640238e-11,        +2.424123215409e-03,        +9.104119566824e-11,        +1.409382964234e-02
 2.42246000e+00,        +6.567399436717e-09,        +6.501794709353e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.592454157133e-11,        +2.424786511735e-03,        +9.165434744658e-11,        +1.409677658920e-02
 2.42248000e+00,        +6.609944686377e-09,        +6.544347116984e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.603208364780e-11,        +2.425448987620e-03,        +9.227348011175e-11,        +1.409972277789e-02
 2.42250000e+00,        +6.652901763724e-09,        +6.587311575537e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.614067576425e-11,        +2.426110641263e-03,        +9.289866953226e-11,        +1.410266820796e-02
 2.42252000e+00,        +6.696275875637e-09,        +6.630693295825e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.625033125602e-11,        +2.426771470862e-03,        +9.352999275014e-11,        +1.410561287898e-02
 2.42254000e+00,        +6.740072309367e-09,        +6.674497569109e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.636106366493e-11,        +2.427431474614e-03,        +9.416752800179e-11,        +1.410855679049e-02
 2.42256000e+00,        +6.784296434004e-09,        +6.718729768561e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.647288674309e-11,        +2.428090650716e-03,        +9.481135473983e-11,        +1.411149994207e-02
 2.42258000e+00,        +6.828953701958e-09,        +6.763395350751e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.658581445665e-11,        +2.428748997360e-03,        +9.546155365529e-11,        +1.411444233327e-02
 2.42260000e+00,        +6.874049650458e-09,        +6.808499857145e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.669986098967e-11,        +2.429406512732e-03,        +9.611820669990e-11,        +1.411738396367e-02
 2.42262000e+00,        +6.919589903088e-09,        +6.854048915643e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681504074815e-11,        +2.430063195024e-03,        +9.678139710901e-11,        +1.412032483283e-02
 2.42264000e+00,        +6.965580171370e-09,        +6.900048242165e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.693136836405e-11,        +2.430719042419e-03,        +9.745120942522e-11,        +1.412326494034e-02
 2.42266000e+00,        +7.012026256359e-09,        +6.946503642247e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.704885869938e-11,        +2.431374053102e-03,        +9.812772952217e-11,        +1.412620428576e-02
 2.42268000e+00,        +7.058934050269e-09,        +6.993421012665e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.716752685047e-11,        +2.432028225256e-03,        +9.881104462879e-11,        +1.412914286868e-02
 2.42270000e+00,        +7.106309538170e-09,        +7.040806343143e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.728738815225e-11,        +2.432681557057e-03,        +9.950124335470e-11,        +1.413208068868e-02
 2.42272000e+00,        +7.154158799663e-09,        +7.088665718018e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.740845818260e-11,        +2.433334046683e-03,        +1.001984157151e-10,        +1.413501774536e-02
 2.42274000e+00,        +7.202488010634e-09,        +7.137005318006e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.753075276691e-11,        +2.433985692309e-03,        +1.009026531570e-10,        +1.413795403829e-02
 2.42276000e+00,        +7.251303445012e-09,        +7.185831421957e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.765428798259e-11,        +2.434636492110e-03,        +1.016140485855e-10,        +1.414088956707e-02
 2.42278000e+00,        +7.300611476610e-09,        +7.235150408697e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.777908016373e-11,        +2.435286444250e-03,        +1.023326963911e-10,        +1.414382433130e-02
 2.42280000e+00,        +7.350418580951e-09,        +7.284968758860e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.790514590593e-11,        +2.435935546900e-03,        +1.030586924774e-10,        +1.414675833057e-02
 2.42282000e+00,        +7.400731337147e-09,        +7.335293056765e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.803250207111e-11,        +2.436583798225e-03,        +1.037921342884e-10,        +1.414969156450e-02
 2.42284000e+00,        +7.451556429860e-09,        +7.386129992380e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.816116579250e-11,        +2.437231196388e-03,        +1.045331208387e-10,        +1.415262403268e-02
 2.42286000e+00,        +7.502900651225e-09,        +7.437486363251e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.829115447969e-11,        +2.437877739552e-03,        +1.052817527413e-10,        +1.415555573473e-02
 2.42288000e+00,        +7.554770902903e-09,        +7.489369076551e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.842248582383e-11,        +2.438523425873e-03,        +1.060381322389e-10,        +1.415848667025e-02
 2.42290000e+00,        +7.607174198090e-09,        +7.541785151096e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.855517780288e-11,        +2.439168253507e-03,        +1.068023632338e-10,        +1.416141683886e-02
 2.42292000e+00,        +7.660117663628e-09,        +7.594741719456e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.868924868702e-11,        +2.439812220609e-03,        +1.075745513192e-10,        +1.416434624019e-02
 2.42294000e+00,        +7.713608542153e-09,        +7.648246030106e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.882471704420e-11,        +2.440455325329e-03,        +1.083548038113e-10,        +1.416727487385e-02
 2.42296000e+00,        +7.767654194246e-09,        +7.702305449579e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.896160174569e-11,        +2.441097565818e-03,        +1.091432297818e-10,        +1.417020273947e-02
 2.42298000e+00,        +7.822262100684e-09,        +7.756927464721e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.909992197188e-11,        +2.441738940224e-03,        +1.099399400911e-10,        +1.417312983667e-02
 2.42300000e+00,        +7.877439864718e-09,        +7.812119684968e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.923969721809e-11,        +2.442379446686e-03,        +1.107450474225e-10,        +1.417605616509e-02
 2.42302000e+00,        +7.933195214362e-09,        +7.867889844641e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.938094730067e-11,        +2.443019083356e-03,        +1.115586663165e-10,        +1.417898172436e-02
 2.42304000e+00,        +7.989536004815e-09,        +7.924245805369e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.952369236293e-11,        +2.443657848361e-03,        +1.123809132068e-10,        +1.418190651413e-02
 2.42306000e+00,        +8.046470220826e-09,        +7.981195558460e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.966795288159e-11,        +2.444295739849e-03,        +1.132119064558e-10,        +1.418483053404e-02
 2.42308000e+00,        +8.104005979208e-09,        +8.038747227410e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.981374967297e-11,        +2.444932755948e-03,        +1.140517663921e-10,        +1.418775378372e-02
 2.42310000e+00,        +8.162151531350e-09,        +8.096909070426e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.996110389966e-11,        +2.445568894794e-03,        +1.149006153480e-10,        +1.419067626283e-02
 2.42312000e+00,        +8.220915265783e-09,        +8.155689482989e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.011003707708e-11,        +2.446204154516e-03,        +1.157585776981e-10,        +1.419359797102e-02
 2.42314000e+00,        +8.280305710837e-09,        +8.215097000521e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.026057108030e-11,        +2.446838533242e-03,        +1.166257798986e-10,        +1.419651890795e-02
 2.42316000e+00,        +8.340331537322e-09,        +8.275140301059e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.041272815099e-11,        +2.447472029097e-03,        +1.175023505277e-10,        +1.419943907328e-02
 2.42318000e+00,        +8.401001561251e-09,        +8.335828207990e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.056653090446e-11,        +2.448104640204e-03,        +1.183884203264e-10,        +1.420235846666e-02
 2.42320000e+00,        +8.462324746687e-09,        +8.397169692898e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.072200233698e-11,        +2.448736364685e-03,        +1.192841222406e-10,        +1.420527708776e-02
 2.42322000e+00,        +8.524310208592e-09,        +8.459173878413e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.087916583309e-11,        +2.449367200650e-03,        +1.201895914642e-10,        +1.420819493626e-02
 2.42324000e+00,        +8.586967215726e-09,        +8.521850041121e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.103804517325e-11,        +2.449997146224e-03,        +1.211049654823e-10,        +1.421111201183e-02
 2.42326000e+00,        +8.650305193674e-09,        +8.585207614585e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.119866454144e-11,        +2.450626199518e-03,        +1.220303841164e-10,        +1.421402831413e-02
 2.42328000e+00,        +8.714333727906e-09,        +8.649256192416e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.136104853315e-11,        +2.451254358637e-03,        +1.229659895701e-10,        +1.421694384286e-02
 2.42330000e+00,        +8.779062566852e-09,        +8.714005531349e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +2.152522216335e-11,        +2.451881621692e-03,        +1.239119264753e-10,        +1.421985859769e-02
